Date,Close,Volume,Daily Returns,Monthly Moving Average,Quarterly Moving Average,lag_1,lag_2,lag_3,lag_4,lag_5,label
2017-09-13,-0.07109604276241505,0.0508345029347614,0.5361217164731887,-0.18394852490235086,-0.2610073987540955,-0.15857839634509427,-0.2552691645088232,-0.1862040791905527,-0.08490888418514425,-0.05267877449800549,1
2017-09-14,-0.07109604276241505,0.19404487140214888,-0.017497274172449548,-0.17018542437045592,-0.2811909369117993,-0.07109604276241505,-0.15857839634509427,-0.2552691645088232,-0.1862040791905527,-0.08490888418514425,1
2017-09-15,-0.15397396950341394,2.059105837778074,-0.5348851986291712,-0.16101003859975668,-0.2990083036238087,-0.07109604276241505,-0.07109604276241505,-0.15857839634509427,-0.2552691645088232,-0.1862040791905527,0
2017-09-18,-0.18159965234887238,-0.505006514290918,-0.19219622800879907,-0.1506877241387585,-0.3131722980019478,-0.15397396950341394,-0.07109604276241505,-0.07109604276241505,-0.15857839634509427,-0.2552691645088232,0
2017-09-19,-0.3197293838830999,1.3676307425458625,-0.8947954293267624,-0.13830094241039073,-0.3270912964441186,-0.18159965234887238,-0.15397396950341394,-0.07109604276241505,-0.07109604276241505,-0.15857839634509427,0
2017-09-20,-0.28289484735428083,-0.5432575417396267,0.22164347941287743,-0.12476723199172488,-0.33970073147484325,-0.3197293838830999,-0.18159965234887238,-0.15397396950341394,-0.07109604276241505,-0.07109604276241505,1
2017-09-21,-0.3289382375664606,-1.0229660792123207,-0.31466495307487236,-0.10962783453214843,-0.35174692387710954,-0.28289484735428083,-0.3197293838830999,-0.18159965234887238,-0.15397396950341394,-0.07109604276241505,0
2017-09-22,-0.1954129328739134,-0.9100608725883547,0.8506739272019735,-0.10274630614204618,-0.3619379548107602,-0.3289382375664606,-0.28289484735428083,-0.3197293838830999,-0.18159965234887238,-0.15397396950341394,1
2017-09-25,-0.1954129328739134,0.5065206560193776,-0.017497274172449548,-0.09448845894841679,-0.3741775034881641,-0.1954129328739134,-0.3289382375664606,-0.28289484735428083,-0.3197293838830999,-0.18159965234887238,1
2017-09-26,-0.14016112808068554,0.015724864213724463,0.3341854215763531,-0.08783629879569797,-0.38398207460572403,-0.1954129328739134,-0.1954129328739134,-0.3289382375664606,-0.28289484735428083,-0.3197293838830999,1
2017-09-27,-0.043470359916956615,-0.2389124102999013,0.5926349492021273,-0.08852444725953872,-0.39443402368488745,-0.14016112808068554,-0.1954129328739134,-0.1954129328739134,-0.3289382375664606,-0.28289484735428083,1
2017-09-28,-0.11253500613291449,-0.5007564001299504,-0.4468186657928377,-0.09196523333043549,-0.4019776481240237,-0.043470359916956615,-0.14016112808068554,-0.1954129328739134,-0.1954129328739134,-0.3289382375664606,0
2017-09-29,-0.03886593307527628,-0.6258575865201715,0.4453668557479393,-0.0986173934831543,-0.4091832145506016,-0.11253500613291449,-0.043470359916956615,-0.14016112808068554,-0.1954129328739134,-0.1954129328739134,1
2017-10-02,0.13149390814609005,0.5072598063082415,1.0407478437178947,-0.09586477775194394,-0.4146192591917957,-0.03886593307527628,-0.11253500613291449,-0.043470359916956615,-0.14016112808068554,-0.1954129328739134,1
