Date,Adj Close,Close,High,Low,Open,Volume
2017-08-21 00:00:00,4.210000038146973,4.210000038146973,4.230000019073486,3.950000047683716,4.079999923706055,704300
2017-08-22 00:00:00,4.380000114440918,4.380000114440918,4.409999847412109,4.179999828338623,4.230000019073486,757300
2017-08-23 00:00:00,4.420000076293945,4.420000076293945,4.53000020980835,4.309999942779541,4.340000152587891,658100
2017-08-24 00:00:00,4.829999923706055,4.829999923706055,4.829999923706055,4.360000133514404,4.420000076293945,945000
2017-08-25 00:00:00,4.579999923706055,4.579999923706055,4.840000152587891,4.550000190734863,4.840000152587891,705800
2017-08-28 00:00:00,4.940000057220459,4.940000057220459,4.960000038146973,4.570000171661377,4.639999866485596,800800
2017-08-29 00:00:00,5.059999942779541,5.059999942779541,5.079999923706055,4.739999771118164,4.860000133514404,711200
2017-08-30 00:00:00,4.96999979019165,4.96999979019165,5.090000152587891,4.860000133514404,5.039999961853027,901600
2017-08-31 00:00:00,5.099999904632568,5.099999904632568,5.179999828338623,4.980000019073486,5.010000228881836,615500
2017-09-01 00:00:00,5.0,5.0,5.139999866485596,4.940000057220459,5.099999904632568,755800
2017-09-05 00:00:00,4.929999828338623,4.929999828338623,5.75,4.800000190734863,5.400000095367432,5658600
2017-09-06 00:00:00,4.960000038146973,4.960000038146973,5.389999866485596,4.880000114440918,5.320000171661377,3765200
2017-09-07 00:00:00,5.96999979019165,5.96999979019165,6.010000228881836,4.909999847412109,4.989999771118164,4279500
2017-09-08 00:00:00,5.849999904632568,5.849999904632568,6.21999979019165,5.619999885559082,6.0,2665700
2017-09-11 00:00:00,5.75,5.75,5.949999809265137,5.260000228881836,5.900000095367432,2202900
2017-09-12 00:00:00,5.230000019073486,5.230000019073486,5.570000171661377,5.130000114440918,5.28000020980835,3872900
2017-09-13 00:00:00,5.360000133514404,5.360000133514404,5.909999847412109,5.28000020980835,5.559999942779541,9707000
2017-09-14 00:00:00,5.150000095367432,5.150000095367432,5.429999828338623,5.119999885559082,5.360000133514404,2874100
2017-09-15 00:00:00,5.150000095367432,5.150000095367432,5.190000057220459,4.869999885559082,5.159999847412109,3537100
2017-09-18 00:00:00,5.420000076293945,5.420000076293945,5.539999961853027,5.199999809265137,5.230000019073486,2113300
2017-09-19 00:00:00,5.429999828338623,5.429999828338623,5.489999771118164,5.329999923706055,5.46999979019165,1242100
2017-09-20 00:00:00,5.269999980926514,5.269999980926514,5.429999828338623,5.239999771118164,5.429999828338623,1873600
2017-09-21 00:00:00,5.269999980926514,5.269999980926514,5.610000133514404,5.170000076293945,5.539999961853027,7871800
2017-09-22 00:00:00,5.239999771118164,5.239999771118164,5.309999942779541,5.150000095367432,5.260000228881836,2633600
2017-09-25 00:00:00,5.260000228881836,5.260000228881836,5.329999923706055,5.170000076293945,5.260000228881836,1326700
2017-09-26 00:00:00,5.179999828338623,5.179999828338623,5.28000020980835,5.139999866485596,5.25,1931700
2017-09-27 00:00:00,5.28000020980835,5.28000020980835,5.340000152587891,5.070000171661377,5.110000133514404,1026700
2017-09-28 00:00:00,5.239999771118164,5.239999771118164,5.320000171661377,5.119999885559082,5.300000190734863,1186000
2017-09-29 00:00:00,5.239999771118164,5.239999771118164,5.28000020980835,5.159999847412109,5.21999979019165,935100
2017-10-02 00:00:00,5.329999923706055,5.329999923706055,5.349999904632568,5.179999828338623,5.199999809265137,1404900
2017-10-03 00:00:00,5.239999771118164,5.239999771118164,5.309999942779541,5.090000152587891,5.309999942779541,1900500
2017-10-04 00:00:00,5.260000228881836,5.260000228881836,5.289999961853027,5.150000095367432,5.289999961853027,711200
2017-10-05 00:00:00,5.25,5.25,5.349999904632568,5.21999979019165,5.260000228881836,796000
2017-10-06 00:00:00,5.230000019073486,5.230000019073486,5.25,5.139999866485596,5.230000019073486,769900
2017-10-09 00:00:00,5.179999828338623,5.179999828338623,5.269999980926514,5.150000095367432,5.210000038146973,597500
2017-10-10 00:00:00,5.190000057220459,5.190000057220459,5.21999979019165,5.130000114440918,5.199999809265137,898000
2017-10-11 00:00:00,5.190000057220459,5.190000057220459,5.230000019073486,5.139999866485596,5.170000076293945,1101500
2017-10-12 00:00:00,5.190000057220459,5.190000057220459,5.21999979019165,5.119999885559082,5.190000057220459,1121300
