Date,Adj Close,Close,High,Low,Open,Volume
2021-10-19 00:00:00,2.109999895095825,2.109999895095825,2.1600000858306885,2.0850000381469727,2.0999999046325684,720200
2021-10-20 00:00:00,2.140000104904175,2.140000104904175,2.1700000762939453,2.109999895095825,2.119999885559082,410700
2021-10-21 00:00:00,2.109999895095825,2.109999895095825,2.180000066757202,2.109999895095825,2.119999885559082,505900
2021-10-22 00:00:00,2.119999885559082,2.119999885559082,2.130000114440918,2.049999952316284,2.119999885559082,1712900
2021-10-25 00:00:00,2.190000057220459,2.190000057220459,2.2100000381469727,2.0999999046325684,2.109999895095825,824000
2021-10-26 00:00:00,2.119999885559082,2.119999885559082,2.180000066757202,2.109999895095825,2.180000066757202,435900
2021-10-27 00:00:00,2.0399999618530273,2.0399999618530273,2.135999917984009,2.0399999618530273,2.109999895095825,528400
2021-10-28 00:00:00,2.0899999141693115,2.0899999141693115,2.0999999046325684,2.0299999713897705,2.049999952316284,463100
2021-10-29 00:00:00,2.069999933242798,2.069999933242798,2.0999999046325684,2.0299999713897705,2.0799999237060547,450500
2021-11-01 00:00:00,2.0799999237060547,2.0799999237060547,2.119999885559082,2.049999952316284,2.049999952316284,530000
2021-11-02 00:00:00,2.0899999141693115,2.0899999141693115,2.0899999141693115,2.0350000858306885,2.0799999237060547,503800
2021-11-03 00:00:00,2.130000114440918,2.130000114440918,2.1549999713897705,2.069999933242798,2.109999895095825,751900
2021-11-04 00:00:00,2.0899999141693115,2.0899999141693115,2.1649999618530273,2.069999933242798,2.0899999141693115,511100
2021-11-05 00:00:00,2.0899999141693115,2.0899999141693115,2.130000114440918,2.049999952316284,2.130000114440918,600200
2021-11-08 00:00:00,2.069999933242798,2.069999933242798,2.130000114440918,2.049999952316284,2.130000114440918,571700
2021-11-09 00:00:00,2.069999933242798,2.069999933242798,2.0899999141693115,2.0199999809265137,2.0799999237060547,596500
2021-11-10 00:00:00,1.9800000190734863,1.9800000190734863,2.0799999237060547,1.9600000381469727,2.0799999237060547,1088500
2021-11-11 00:00:00,2.0299999713897705,2.0299999713897705,2.0399999618530273,1.9550000429153442,1.9800000190734863,559400
2021-11-12 00:00:00,2.049999952316284,2.049999952316284,2.0999999046325684,2.0,2.059999942779541,835500
2021-11-15 00:00:00,1.9500000476837158,1.9500000476837158,2.0999999046325684,1.909999966621399,2.0999999046325684,1890100
2021-11-16 00:00:00,2.0,2.0,2.069999933242798,1.840000033378601,1.940000057220459,2381400
2021-11-17 00:00:00,1.899999976158142,1.899999976158142,2.0250000953674316,1.8700000047683716,2.009999990463257,1673500
2021-11-18 00:00:00,1.5700000524520874,1.5700000524520874,1.899999976158142,1.5499999523162842,1.8899999856948853,4270200
2021-11-19 00:00:00,1.5399999618530273,1.5399999618530273,1.649999976158142,1.524999976158142,1.590000033378601,1461300
2021-11-22 00:00:00,1.4800000190734863,1.4800000190734863,1.559999942779541,1.4299999475479126,1.5399999618530273,1881800
2021-11-23 00:00:00,1.559999942779541,1.559999942779541,1.5700000524520874,1.4600000381469727,1.4700000286102295,1612300
2021-11-24 00:00:00,1.2699999809265137,1.2699999809265137,1.2699999809265137,1.190000057220459,1.2380000352859497,12597600
2021-11-26 00:00:00,1.3700000047683716,1.3700000047683716,1.3899999856948853,1.2400000095367432,1.25,2825400
2021-11-29 00:00:00,1.440000057220459,1.440000057220459,1.5,1.3200000524520874,1.3700000047683716,2575500
2021-11-30 00:00:00,1.5099999904632568,1.5099999904632568,1.5399999618530273,1.3799999952316284,1.4299999475479126,3242600
2021-12-01 00:00:00,1.2899999618530273,1.2899999618530273,1.5299999713897705,1.2799999713897705,1.5199999809265137,1935900
2021-12-02 00:00:00,1.3799999952316284,1.3799999952316284,1.409999966621399,1.350000023841858,1.409999966621399,3209400
2021-12-03 00:00:00,1.3300000429153442,1.3300000429153442,1.4299999475479126,1.309999942779541,1.4199999570846558,2661700
2021-12-06 00:00:00,1.3700000047683716,1.3700000047683716,1.399999976158142,1.2899999618530273,1.3619999885559082,1383900
2021-12-07 00:00:00,1.4900000095367432,1.4900000095367432,1.5049999952316284,1.399999976158142,1.4199999570846558,1687200
2021-12-08 00:00:00,1.590000033378601,1.590000033378601,1.6299999952316284,1.4900000095367432,1.5199999809265137,2314300
2021-12-09 00:00:00,1.4900000095367432,1.4900000095367432,1.6150000095367432,1.4900000095367432,1.590000033378601,1430900
2021-12-10 00:00:00,1.4500000476837158,1.4500000476837158,1.5299999713897705,1.440000057220459,1.5,1093000
2021-12-13 00:00:00,1.4299999475479126,1.4299999475479126,1.5199999809265137,1.3799999952316284,1.5,1123900
