Date,Adj Close,Close,High,Low,Open,Volume
2017-08-14 00:00:00,,,,,,
2017-08-15 00:00:00,,,,,,
2017-08-16 00:00:00,,,,,,
2017-08-17 00:00:00,,,,,,
2017-08-18 00:00:00,,,,,,
2017-08-21 00:00:00,,,,,,
2017-08-22 00:00:00,,,,,,
2017-08-23 00:00:00,,,,,,
2017-08-24 00:00:00,,,,,,
2017-08-25 00:00:00,,,,,,
2017-08-28 00:00:00,,,,,,
2017-08-29 00:00:00,,,,,,
2017-08-30 00:00:00,,,,,,
2017-08-31 00:00:00,,,,,,
2017-09-01 00:00:00,,,,,,
2017-09-05 00:00:00,,,,,,
2017-09-06 00:00:00,,,,,,
2017-09-07 00:00:00,,,,,,
2017-09-08 00:00:00,,,,,,
2017-09-11 00:00:00,,,,,,
2017-09-12 00:00:00,,,,,,
2017-09-13 00:00:00,,,,,,
2017-09-14 00:00:00,,,,,,
2017-09-15 00:00:00,,,,,,
2017-09-18 00:00:00,,,,,,
2017-09-19 00:00:00,,,,,,
2017-09-20 00:00:00,,,,,,
2017-09-21 00:00:00,,,,,,
2017-09-22 00:00:00,,,,,,
2017-09-25 00:00:00,,,,,,
2017-09-26 00:00:00,,,,,,
2017-09-27 00:00:00,,,,,,
2017-09-28 00:00:00,,,,,,
2017-09-29 00:00:00,,,,,,
2017-10-02 00:00:00,,,,,,
2017-10-03 00:00:00,,,,,,
2017-10-04 00:00:00,,,,,,
2017-10-05 00:00:00,,,,,,
2017-10-06 00:00:00,,,,,,
2017-10-09 00:00:00,,,,,,
2017-10-10 00:00:00,,,,,,
2017-10-11 00:00:00,,,,,,
2017-10-12 00:00:00,,,,,,
2017-10-13 00:00:00,,,,,,
2017-10-16 00:00:00,,,,,,
2017-10-17 00:00:00,,,,,,
2017-10-18 00:00:00,,,,,,
2017-10-19 00:00:00,,,,,,
2017-10-20 00:00:00,,,,,,
2017-10-23 00:00:00,,,,,,
2017-10-24 00:00:00,,,,,,
2017-10-25 00:00:00,,,,,,
2017-10-26 00:00:00,,,,,,
2017-10-27 00:00:00,,,,,,
2017-10-30 00:00:00,,,,,,
2017-10-31 00:00:00,,,,,,
2017-11-01 00:00:00,,,,,,
2017-11-02 00:00:00,,,,,,
2017-11-03 00:00:00,,,,,,
2017-11-06 00:00:00,,,,,,
2017-11-07 00:00:00,,,,,,
2017-11-08 00:00:00,,,,,,
2017-11-09 00:00:00,,,,,,
2017-11-10 00:00:00,,,,,,
2017-11-13 00:00:00,,,,,,
2017-11-14 00:00:00,,,,,,
2017-11-15 00:00:00,,,,,,
2017-11-16 00:00:00,,,,,,
2017-11-17 00:00:00,,,,,,
2017-11-20 00:00:00,,,,,,
2017-11-21 00:00:00,,,,,,
2017-11-22 00:00:00,,,,,,
2017-11-24 00:00:00,,,,,,
2017-11-27 00:00:00,,,,,,
2017-11-28 00:00:00,,,,,,
2017-11-29 00:00:00,,,,,,
2017-11-30 00:00:00,,,,,,
2017-12-01 00:00:00,,,,,,
2017-12-04 00:00:00,,,,,,
2017-12-05 00:00:00,,,,,,
2017-12-06 00:00:00,,,,,,
2017-12-07 00:00:00,,,,,,
2017-12-08 00:00:00,,,,,,
2017-12-11 00:00:00,,,,,,
2017-12-12 00:00:00,,,,,,
2017-12-13 00:00:00,,,,,,
2017-12-14 00:00:00,,,,,,
2017-12-15 00:00:00,,,,,,
2017-12-18 00:00:00,,,,,,
2017-12-19 00:00:00,,,,,,
2017-12-20 00:00:00,,,,,,
2017-12-21 00:00:00,,,,,,
2017-12-22 00:00:00,,,,,,
2017-12-26 00:00:00,,,,,,
2017-12-27 00:00:00,,,,,,
2017-12-28 00:00:00,,,,,,
2017-12-29 00:00:00,,,,,,
2018-01-02 00:00:00,,,,,,
2018-01-03 00:00:00,,,,,,
2018-01-04 00:00:00,,,,,,
2018-01-05 00:00:00,,,,,,
2018-01-08 00:00:00,,,,,,
2018-01-09 00:00:00,,,,,,
2018-01-10 00:00:00,,,,,,
2018-01-11 00:00:00,,,,,,
2018-01-12 00:00:00,,,,,,
2018-01-16 00:00:00,,,,,,
2018-01-17 00:00:00,,,,,,
2018-01-18 00:00:00,,,,,,
2018-01-19 00:00:00,,,,,,
2018-01-22 00:00:00,,,,,,
2018-01-23 00:00:00,,,,,,
2018-01-24 00:00:00,,,,,,
2018-01-25 00:00:00,,,,,,
2018-01-26 00:00:00,,,,,,
2018-01-29 00:00:00,,,,,,
2018-01-30 00:00:00,,,,,,
2018-01-31 00:00:00,,,,,,
2018-02-01 00:00:00,,,,,,
2018-02-02 00:00:00,,,,,,
2018-02-05 00:00:00,,,,,,
2018-02-06 00:00:00,,,,,,
2018-02-07 00:00:00,,,,,,
2018-02-08 00:00:00,,,,,,
2018-02-09 00:00:00,,,,,,
2018-02-12 00:00:00,,,,,,
2018-02-13 00:00:00,,,,,,
2018-02-14 00:00:00,,,,,,
2018-02-15 00:00:00,,,,,,
2018-02-16 00:00:00,,,,,,
2018-02-20 00:00:00,,,,,,
2018-02-21 00:00:00,,,,,,
2018-02-22 00:00:00,,,,,,
2018-02-23 00:00:00,,,,,,
2018-02-26 00:00:00,,,,,,
2018-02-27 00:00:00,,,,,,
2018-02-28 00:00:00,,,,,,
2018-03-01 00:00:00,,,,,,
2018-03-02 00:00:00,,,,,,
2018-03-05 00:00:00,,,,,,
2018-03-06 00:00:00,,,,,,
2018-03-07 00:00:00,,,,,,
2018-03-08 00:00:00,,,,,,
2018-03-09 00:00:00,,,,,,
2018-03-12 00:00:00,,,,,,
2018-03-13 00:00:00,,,,,,
2018-03-14 00:00:00,,,,,,
2018-03-15 00:00:00,,,,,,
2018-03-16 00:00:00,,,,,,
2018-03-19 00:00:00,,,,,,
2018-03-20 00:00:00,,,,,,
2018-03-21 00:00:00,,,,,,
2018-03-22 00:00:00,,,,,,
2018-03-23 00:00:00,,,,,,
2018-03-26 00:00:00,,,,,,
2018-03-27 00:00:00,,,,,,
2018-03-28 00:00:00,,,,,,
2018-03-29 00:00:00,,,,,,
2018-04-02 00:00:00,,,,,,
2018-04-03 00:00:00,,,,,,
2018-04-04 00:00:00,,,,,,
2018-04-05 00:00:00,,,,,,
2018-04-06 00:00:00,,,,,,
2018-04-09 00:00:00,,,,,,
2018-04-10 00:00:00,,,,,,
2018-04-11 00:00:00,,,,,,
2018-04-12 00:00:00,,,,,,
2018-04-13 00:00:00,,,,,,
2018-04-16 00:00:00,,,,,,
2018-04-17 00:00:00,,,,,,
2018-04-18 00:00:00,,,,,,
2018-04-19 00:00:00,,,,,,
2018-04-20 00:00:00,,,,,,
2018-04-23 00:00:00,,,,,,
2018-04-24 00:00:00,,,,,,
2018-04-25 00:00:00,,,,,,
2018-04-26 00:00:00,,,,,,
2018-04-27 00:00:00,,,,,,
2018-04-30 00:00:00,,,,,,
2018-05-01 00:00:00,,,,,,
2018-05-02 00:00:00,,,,,,
2018-05-03 00:00:00,,,,,,
2018-05-04 00:00:00,,,,,,
2018-05-07 00:00:00,,,,,,
2018-05-08 00:00:00,,,,,,
2018-05-09 00:00:00,,,,,,
2018-05-10 00:00:00,,,,,,
2018-05-11 00:00:00,,,,,,
2018-05-14 00:00:00,,,,,,
2018-05-15 00:00:00,,,,,,
2018-05-16 00:00:00,,,,,,
2018-05-17 00:00:00,,,,,,
2018-05-18 00:00:00,,,,,,
2018-05-21 00:00:00,,,,,,
2018-05-22 00:00:00,,,,,,
2018-05-23 00:00:00,,,,,,
2018-05-24 00:00:00,,,,,,
2018-05-25 00:00:00,12.850000381469727,12.850000381469727,12.890000343322754,11.729999542236328,12.699999809265137,730500.0
2018-05-29 00:00:00,12.239999771118164,12.239999771118164,13.0,11.229999542236328,12.199999809265137,157600.0
2018-05-30 00:00:00,12.149999618530273,12.149999618530273,12.220000267028809,12.0,12.220000267028809,51200.0
2018-05-31 00:00:00,11.4399995803833,11.4399995803833,12.489999771118164,11.25,12.489999771118164,61200.0
2018-06-01 00:00:00,12.239999771118164,12.239999771118164,12.489999771118164,11.869999885559082,12.0,139300.0
2018-06-04 00:00:00,12.15999984741211,12.15999984741211,12.350000381469727,11.880000114440918,12.350000381469727,58600.0
2018-06-05 00:00:00,12.100000381469727,12.100000381469727,12.199999809265137,11.899999618530273,12.199999809265137,43300.0
2018-06-06 00:00:00,12.0600004196167,12.0600004196167,12.149999618530273,11.770999908447266,11.800000190734863,26100.0
2018-06-07 00:00:00,12.0,12.0,12.6850004196167,11.710000038146973,11.8100004196167,62100.0
2018-06-08 00:00:00,12.109999656677246,12.109999656677246,13.0,11.866999626159668,12.100000381469727,47500.0
2018-06-11 00:00:00,12.0,12.0,12.12600040435791,11.850000381469727,11.859999656677246,45600.0
2018-06-12 00:00:00,12.199999809265137,12.199999809265137,12.399999618530273,11.899999618530273,12.149999618530273,68100.0
2018-06-13 00:00:00,12.199999809265137,12.199999809265137,12.600000381469727,11.854999542236328,12.25,47900.0
2018-06-14 00:00:00,12.25,12.25,12.59000015258789,11.859999656677246,12.59000015258789,29600.0
2018-06-15 00:00:00,12.25,12.25,12.29800033569336,11.899999618530273,12.029999732971191,27600.0
2018-06-18 00:00:00,12.0,12.0,12.168999671936035,11.5600004196167,12.010000228881836,35300.0
2018-06-19 00:00:00,12.350000381469727,12.350000381469727,12.581000328063965,11.600000381469727,12.579999923706055,281700.0
2018-06-20 00:00:00,12.300000190734863,12.300000190734863,12.59000015258789,11.866999626159668,12.5,455700.0
2018-06-21 00:00:00,12.0,12.0,12.425000190734863,11.8100004196167,12.399999618530273,123700.0
2018-06-22 00:00:00,12.170000076293945,12.170000076293945,12.899999618530273,11.842000007629395,12.289999961853027,220800.0
2018-06-25 00:00:00,12.109999656677246,12.109999656677246,12.34000015258789,12.0,12.079999923706055,12100.0
2018-06-26 00:00:00,12.069999694824219,12.069999694824219,12.399999618530273,12.020000457763672,12.15999984741211,26800.0
2018-06-27 00:00:00,11.5,11.5,12.25,11.25,12.079999923706055,68100.0
2018-06-28 00:00:00,11.5,11.5,12.279999732971191,11.369999885559082,11.59000015258789,30000.0
2018-06-29 00:00:00,10.670000076293945,10.670000076293945,12.229999542236328,9.800000190734863,11.428000450134277,61000.0
2018-07-02 00:00:00,9.850000381469727,9.850000381469727,11.970000267028809,9.5,11.970000267028809,57700.0
2018-07-03 00:00:00,9.960000038146973,9.960000038146973,10.779999732971191,9.960000038146973,10.58899974822998,5000.0
2018-07-05 00:00:00,9.34000015258789,9.34000015258789,10.552000045776367,9.0,10.1899995803833,78600.0
2018-07-06 00:00:00,8.770000457763672,8.770000457763672,10.270999908447266,8.6899995803833,9.399999618530273,55500.0
2018-07-09 00:00:00,8.649999618530273,8.649999618530273,9.282999992370605,8.5,8.829999923706055,23400.0
2018-07-10 00:00:00,8.449999809265137,8.449999809265137,9.630000114440918,8.175000190734863,8.539999961853027,53600.0
2018-07-11 00:00:00,8.300000190734863,8.300000190734863,9.989999771118164,8.199999809265137,9.890000343322754,38900.0
2018-07-12 00:00:00,8.640000343322754,8.640000343322754,9.04699993133545,8.359999656677246,8.359999656677246,3000.0
2018-07-13 00:00:00,8.84000015258789,8.84000015258789,8.850000381469727,8.199999809265137,8.699999809265137,24600.0
2018-07-16 00:00:00,8.550000190734863,8.550000190734863,9.17300033569336,8.229999542236328,8.71399974822998,19800.0
2018-07-17 00:00:00,8.78499984741211,8.78499984741211,9.125,8.229999542236328,9.050000190734863,8700.0
2018-07-18 00:00:00,8.350000381469727,8.350000381469727,8.770000457763672,8.126999855041504,8.770000457763672,25100.0
2018-07-19 00:00:00,8.369999885559082,8.369999885559082,9.5,8.140000343322754,8.600000381469727,29200.0
2018-07-20 00:00:00,8.369999885559082,8.369999885559082,8.75,8.319999694824219,8.319999694824219,13600.0
2018-07-23 00:00:00,8.449999809265137,8.449999809265137,8.890000343322754,8.149999618530273,8.149999618530273,19200.0
2018-07-24 00:00:00,8.829999923706055,8.829999923706055,9.098999977111816,8.449999809265137,8.449999809265137,4600.0
2018-07-25 00:00:00,8.359999656677246,8.359999656677246,8.829999923706055,8.350000381469727,8.829999923706055,24100.0
2018-07-26 00:00:00,8.350000381469727,8.350000381469727,8.692000389099121,8.210000038146973,8.210000038146973,5000.0
2018-07-27 00:00:00,9.210000038146973,9.210000038146973,9.25,8.350000381469727,8.40999984741211,18400.0
2018-07-30 00:00:00,8.913999557495117,8.913999557495117,9.347000122070312,8.529999732971191,9.253000259399414,13100.0
2018-07-31 00:00:00,9.289999961853027,9.289999961853027,9.399999618530273,8.460000038146973,9.399999618530273,33200.0
2018-08-01 00:00:00,9.050000190734863,9.050000190734863,9.210000038146973,8.899999618530273,9.210000038146973,5800.0
2018-08-02 00:00:00,8.600000381469727,8.600000381469727,9.036999702453613,8.5,9.029999732971191,6200.0
2018-08-03 00:00:00,8.619999885559082,8.619999885559082,9.059000015258789,8.529999732971191,8.529999732971191,3300.0
2018-08-06 00:00:00,8.550000190734863,8.550000190734863,9.038999557495117,8.520000457763672,8.520000457763672,9100.0
2018-08-07 00:00:00,8.520000457763672,8.520000457763672,8.989999771118164,8.5,8.793999671936035,5900.0
2018-08-08 00:00:00,8.529999732971191,8.529999732971191,9.010000228881836,8.350000381469727,8.350000381469727,8100.0
2018-08-09 00:00:00,8.880000114440918,8.880000114440918,8.880000114440918,8.59000015258789,8.59000015258789,400.0
2018-08-10 00:00:00,8.78499984741211,8.78499984741211,8.78499984741211,8.449999809265137,8.739999771118164,1800.0
2018-08-13 00:00:00,8.567000389099121,8.567000389099121,8.904999732971191,8.564000129699707,8.904999732971191,5900.0
2018-08-14 00:00:00,8.604999542236328,8.604999542236328,8.96500015258789,8.60099983215332,8.670000076293945,4200.0
2018-08-15 00:00:00,8.399999618530273,8.399999618530273,8.880000114440918,8.350000381469727,8.880000114440918,26200.0
2018-08-16 00:00:00,8.670000076293945,8.670000076293945,8.819999694824219,8.579999923706055,8.670000076293945,12100.0
2018-08-17 00:00:00,8.699999809265137,8.699999809265137,8.8100004196167,8.440999984741211,8.777999877929688,7000.0
2018-08-20 00:00:00,8.949999809265137,8.949999809265137,9.071999549865723,8.616999626159668,9.071999549865723,9100.0
2018-08-21 00:00:00,9.229999542236328,9.229999542236328,9.25,8.720000267028809,8.720000267028809,23100.0
2018-08-22 00:00:00,9.5,9.5,9.949999809265137,9.0,9.161999702453613,21800.0
2018-08-23 00:00:00,10.0,10.0,10.437000274658203,9.600000381469727,9.600000381469727,25500.0
2018-08-24 00:00:00,10.050000190734863,10.050000190734863,10.479999542236328,9.5,10.0600004196167,21400.0
2018-08-27 00:00:00,10.055000305175781,10.055000305175781,10.366999626159668,9.90999984741211,10.109999656677246,6500.0
2018-08-28 00:00:00,10.125,10.125,10.3100004196167,10.050000190734863,10.119999885559082,17800.0
2018-08-29 00:00:00,10.399999618530273,10.399999618530273,11.220000267028809,10.003000259399414,10.239999771118164,53800.0
2018-08-30 00:00:00,10.180000305175781,10.180000305175781,10.574999809265137,10.03499984741211,10.399999618530273,17500.0
2018-08-31 00:00:00,10.0600004196167,10.0600004196167,10.100000381469727,10.050999641418457,10.100000381469727,3700.0
2018-09-04 00:00:00,9.399999618530273,9.399999618530273,10.300000190734863,9.281000137329102,10.003999710083008,14300.0
2018-09-05 00:00:00,9.449999809265137,9.449999809265137,9.654999732971191,9.369999885559082,9.369999885559082,3800.0
2018-09-06 00:00:00,9.140000343322754,9.140000343322754,9.649999618530273,9.140000343322754,9.5,10300.0
2018-09-07 00:00:00,9.399999618530273,9.399999618530273,9.399999618530273,8.79800033569336,9.210000038146973,33100.0
2018-09-10 00:00:00,8.40999984741211,8.40999984741211,9.789999961853027,8.34000015258789,9.789999961853027,56500.0
2018-09-11 00:00:00,8.40999984741211,8.40999984741211,8.699999809265137,8.09000015258789,8.399999618530273,85800.0
2018-09-12 00:00:00,9.0600004196167,9.0600004196167,9.239999771118164,8.510000228881836,8.510000228881836,45300.0
2018-09-13 00:00:00,8.90999984741211,8.90999984741211,9.399999618530273,8.800000190734863,8.989999771118164,47300.0
2018-09-14 00:00:00,8.6899995803833,8.6899995803833,9.350000381469727,8.569999694824219,9.069999694824219,72500.0
2018-09-17 00:00:00,8.550000190734863,8.550000190734863,9.0,8.5,8.630000114440918,19100.0
2018-09-18 00:00:00,8.569999694824219,8.569999694824219,9.100000381469727,8.449999809265137,8.800000190734863,80900.0
2018-09-19 00:00:00,8.260000228881836,8.260000228881836,9.093999862670898,8.260000228881836,8.470000267028809,83000.0
2018-09-20 00:00:00,6.869999885559082,6.869999885559082,8.630999565124512,6.691999912261963,8.289999961853027,182100.0
2018-09-21 00:00:00,7.489999771118164,7.489999771118164,7.978000164031982,6.849999904632568,6.849999904632568,35600.0
2018-09-24 00:00:00,6.710000038146973,6.710000038146973,7.940000057220459,6.710000038146973,7.489999771118164,27800.0
2018-09-25 00:00:00,6.329999923706055,6.329999923706055,7.394999980926514,6.329999923706055,6.760000228881836,42400.0
2018-09-26 00:00:00,6.239999771118164,6.239999771118164,6.739999771118164,6.199999809265137,6.389999866485596,32700.0
2018-09-27 00:00:00,6.400000095367432,6.400000095367432,6.599999904632568,6.28000020980835,6.28000020980835,93200.0
2018-09-28 00:00:00,6.625,6.625,6.769999980926514,6.21999979019165,6.570000171661377,13700.0
2018-10-01 00:00:00,6.760000228881836,6.760000228881836,7.0,6.550000190734863,6.699999809265137,16800.0
2018-10-02 00:00:00,6.800000190734863,6.800000190734863,7.039999961853027,6.5329999923706055,6.710000038146973,2000.0
2018-10-03 00:00:00,7.28000020980835,7.28000020980835,7.28000020980835,6.5,6.829999923706055,10200.0
2018-10-04 00:00:00,6.75,6.75,7.21999979019165,6.75,7.21999979019165,13700.0
2018-10-05 00:00:00,6.679999828338623,6.679999828338623,7.118000030517578,6.300000190734863,6.75,9400.0
2018-10-08 00:00:00,6.599999904632568,6.599999904632568,6.809999942779541,6.5,6.809999942779541,5400.0
