Date,Close,lag_1,label
2021-10-20,16.559999465942383,17.170000076293945,up
2021-10-21,16.670000076293945,16.559999465942383,down
2021-10-22,17.079999923706055,16.670000076293945,down
2021-10-25,16.530000686645508,17.079999923706055,up
2021-10-26,16.459999084472656,16.530000686645508,up
2021-10-27,16.270000457763672,16.459999084472656,up
2021-10-28,16.260000228881836,16.270000457763672,up
2021-10-29,17.200000762939453,16.260000228881836,down
2021-11-01,17.020000457763672,17.200000762939453,up
2021-11-02,17.829999923706055,17.020000457763672,down
2021-11-03,18.86000061035156,17.829999923706055,down
2021-11-04,19.040000915527344,18.86000061035156,down
2021-11-05,18.209999084472656,19.040000915527344,up
2021-11-08,18.489999771118164,18.209999084472656,down
2021-11-09,18.649999618530277,18.489999771118164,down
2021-11-10,18.5,18.649999618530277,up
2021-11-11,18.809999465942383,18.5,down
2021-11-12,19.1299991607666,18.809999465942383,down
2021-11-15,14.739999771118164,19.1299991607666,up
2021-11-16,13.640000343322754,14.739999771118164,up
2021-11-17,13.0600004196167,13.640000343322754,up
2021-11-18,12.520000457763672,13.0600004196167,up
2021-11-19,12.0600004196167,12.520000457763672,up
2021-11-22,12.289999961853027,12.0600004196167,down
2021-11-23,12.039999961853027,12.289999961853027,up
2021-11-24,12.760000228881836,12.039999961853027,down
2021-11-26,12.140000343322754,12.760000228881836,up
2021-11-29,11.920000076293944,12.140000343322754,up
2021-11-30,12.09000015258789,11.920000076293944,down
2021-12-01,11.920000076293944,12.09000015258789,up
2021-12-02,11.9399995803833,11.920000076293944,down
2021-12-03,11.489999771118164,11.9399995803833,up
2021-12-06,11.270000457763672,11.489999771118164,up
2021-12-07,11.8100004196167,11.270000457763672,down
2021-12-08,11.789999961853027,11.8100004196167,up
2021-12-09,11.470000267028809,11.789999961853027,up
2021-12-10,10.989999771118164,11.470000267028809,up
2021-12-13,10.260000228881836,10.989999771118164,up
2021-12-14,9.920000076293944,10.260000228881836,up
2021-12-15,10.149999618530272,9.920000076293944,down
2021-12-16,9.40999984741211,10.149999618530272,up
2021-12-17,9.710000038146973,9.40999984741211,down
2021-12-20,9.460000038146973,9.710000038146973,up
2021-12-21,9.119999885559082,9.460000038146973,up
2021-12-22,9.029999732971191,9.119999885559082,up
2021-12-23,9.489999771118164,9.029999732971191,down
2021-12-27,9.079999923706056,9.489999771118164,up
2021-12-28,9.600000381469728,9.079999923706056,down
2021-12-29,9.529999732971191,9.600000381469728,up
2021-12-30,9.899999618530272,9.529999732971191,down
2021-12-31,9.510000228881836,9.899999618530272,up
2022-01-03,9.729999542236328,9.510000228881836,down
2022-01-04,9.0600004196167,9.729999542236328,up
2022-01-05,9.029999732971191,9.0600004196167,up
2022-01-06,8.8100004196167,9.029999732971191,up
2022-01-07,8.770000457763672,8.8100004196167,up
2022-01-10,8.5600004196167,8.770000457763672,up
2022-01-11,8.760000228881836,8.5600004196167,down
2022-01-12,8.489999771118164,8.760000228881836,up
2022-01-13,8.350000381469727,8.489999771118164,up
2022-01-14,8.489999771118164,8.350000381469727,down
2022-01-18,8.039999961853027,8.489999771118164,up
2022-01-19,7.46999979019165,8.039999961853027,up
2022-01-20,7.829999923706055,7.46999979019165,down
2022-01-21,7.610000133514404,7.829999923706055,up
2022-01-24,8.020000457763672,7.610000133514404,down
2022-01-25,8.010000228881836,8.020000457763672,up
2022-01-26,7.809999942779541,8.010000228881836,up
2022-01-27,7.099999904632568,7.809999942779541,up
2022-01-28,7.28000020980835,7.099999904632568,down
2022-01-31,7.71999979019165,7.28000020980835,down
2022-02-01,7.789999961853027,7.71999979019165,down
2022-02-02,7.360000133514404,7.789999961853027,up
2022-02-03,7.090000152587891,7.360000133514404,up
2022-02-04,7.329999923706055,7.090000152587891,down
2022-02-07,7.650000095367432,7.329999923706055,down
2022-02-08,7.53000020980835,7.650000095367432,up
2022-02-09,7.849999904632568,7.53000020980835,down
2022-02-10,7.460000038146973,7.849999904632568,up
2022-02-11,7.070000171661377,7.460000038146973,up
2022-02-14,6.929999828338623,7.070000171661377,up
2022-02-15,7.150000095367432,6.929999828338623,down
