Date,Close,lag_1,label
2021-10-20,2.4200000762939453,2.400000095367432,down
2021-10-21,2.4200000762939453,2.4200000762939453,down
2021-10-22,2.369999885559082,2.4200000762939453,up
2021-10-25,2.3399999141693115,2.369999885559082,up
2021-10-26,2.390000104904175,2.3399999141693115,down
2021-10-27,2.299999952316284,2.390000104904175,up
2021-10-28,2.3299999237060547,2.299999952316284,down
2021-10-29,2.3499999046325684,2.3299999237060547,down
2021-11-01,2.380000114440918,2.3499999046325684,down
2021-11-02,2.400000095367432,2.380000114440918,down
2021-11-03,2.450000047683716,2.400000095367432,down
2021-11-04,2.4800000190734863,2.450000047683716,down
2021-11-05,2.4600000381469727,2.4800000190734863,up
2021-11-08,2.619999885559082,2.4600000381469727,down
2021-11-09,2.4600000381469727,2.619999885559082,up
2021-11-10,2.400000095367432,2.4600000381469727,up
2021-11-11,2.390000104904175,2.400000095367432,up
2021-11-12,2.4800000190734863,2.390000104904175,down
2021-11-15,2.400000095367432,2.4800000190734863,up
2021-11-16,2.400000095367432,2.400000095367432,down
2021-11-17,2.359999895095825,2.400000095367432,up
2021-11-18,2.319999933242798,2.359999895095825,up
2021-11-19,2.3399999141693115,2.319999933242798,down
2021-11-22,2.240000009536743,2.3399999141693115,up
2021-11-23,2.190000057220459,2.240000009536743,up
2021-11-24,2.259999990463257,2.190000057220459,down
2021-11-26,2.200000047683716,2.259999990463257,up
2021-11-29,2.119999885559082,2.200000047683716,up
2021-11-30,2.0999999046325684,2.119999885559082,up
2021-12-01,2.009999990463257,2.0999999046325684,up
2021-12-02,1.9900000095367432,2.009999990463257,up
2021-12-03,1.8799999952316284,1.9900000095367432,up
2021-12-06,2.009999990463257,1.8799999952316284,down
2021-12-07,2.0199999809265137,2.009999990463257,down
2021-12-08,2.140000104904175,2.0199999809265137,down
2021-12-09,2.150000095367432,2.140000104904175,down
2021-12-10,2.059999942779541,2.150000095367432,up
2021-12-13,2.0,2.059999942779541,up
2021-12-14,2.130000114440918,2.0,down
2021-12-15,2.119999885559082,2.130000114440918,up
2021-12-16,2.109999895095825,2.119999885559082,up
2021-12-17,2.150000095367432,2.109999895095825,down
2021-12-20,2.1700000762939453,2.150000095367432,down
2021-12-21,2.240000009536743,2.1700000762939453,down
2021-12-22,2.299999952316284,2.240000009536743,down
2021-12-23,2.289999961853028,2.299999952316284,up
2021-12-27,2.299999952316284,2.289999961853028,down
2021-12-28,2.3299999237060547,2.299999952316284,down
2021-12-29,2.299999952316284,2.3299999237060547,up
2021-12-30,2.359999895095825,2.299999952316284,down
2021-12-31,2.2799999713897705,2.359999895095825,up
2022-01-03,2.3499999046325684,2.2799999713897705,down
2022-01-04,2.400000095367432,2.3499999046325684,down
2022-01-05,2.319999933242798,2.400000095367432,up
2022-01-06,2.2699999809265137,2.319999933242798,up
2022-01-07,2.289999961853028,2.2699999809265137,down
2022-01-10,2.2699999809265137,2.289999961853028,up
2022-01-11,2.2699999809265137,2.2699999809265137,down
2022-01-12,2.289999961853028,2.2699999809265137,down
2022-01-13,2.25,2.289999961853028,up
2022-01-14,2.2100000381469727,2.25,up
2022-01-18,2.049999952316284,2.2100000381469727,up
2022-01-19,2.0999999046325684,2.049999952316284,down
2022-01-20,2.200000047683716,2.0999999046325684,down
2022-01-21,2.119999885559082,2.200000047683716,up
2022-01-24,2.0,2.119999885559082,up
2022-01-25,2.059999942779541,2.0,down
2022-01-26,1.9800000190734863,2.059999942779541,up
2022-01-27,2.0,1.9800000190734863,down
2022-01-28,2.0199999809265137,2.0,down
2022-01-31,2.0299999713897705,2.0199999809265137,down
2022-02-01,2.1700000762939453,2.0299999713897705,down
2022-02-02,2.150000095367432,2.1700000762939453,up
2022-02-03,2.0999999046325684,2.150000095367432,up
2022-02-04,2.1600000858306885,2.0999999046325684,down
2022-02-07,2.1700000762939453,2.1600000858306885,down
2022-02-08,2.1700000762939453,2.1700000762939453,down
2022-02-09,2.3399999141693115,2.1700000762939453,down
2022-02-10,2.440000057220459,2.3399999141693115,down
2022-02-11,2.4200000762939453,2.440000057220459,up
2022-02-14,2.450000047683716,2.4200000762939453,down
2022-02-15,2.440000057220459,2.450000047683716,up
2022-02-16,2.4800000190734863,2.440000057220459,down
2022-02-17,2.539999961853028,2.4800000190734863,down
2022-02-18,2.559999942779541,2.539999961853028,down
2022-02-22,2.5799999237060547,2.559999942779541,down
2022-02-23,2.6600000858306885,2.5799999237060547,down
2022-02-24,2.5999999046325684,2.6600000858306885,up
2022-02-25,2.609999895095825,2.5999999046325684,down
2022-02-28,2.4800000190734863,2.609999895095825,up
2022-03-01,2.400000095367432,2.4800000190734863,up
2022-03-02,2.440000057220459,2.400000095367432,down
2022-03-03,2.4600000381469727,2.440000057220459,down
2022-03-04,2.490000009536743,2.4600000381469727,down
