Date,Close,lag_1,label
2021-10-20,192.2700042724609,186.3600006103516,down
2021-10-21,190.66000366210935,192.2700042724609,up
2021-10-22,191.00999450683597,190.66000366210935,down
2021-10-25,191.33999633789065,191.00999450683597,down
2021-10-26,190.4499969482422,191.33999633789065,up
2021-10-27,186.13999938964844,190.4499969482422,up
2021-10-28,192.1699981689453,186.13999938964844,down
2021-10-29,190.75999450683597,192.1699981689453,up
2021-11-01,193.75999450683597,190.75999450683597,down
2021-11-02,192.1999969482422,193.75999450683597,up
2021-11-03,203.2100067138672,192.1999969482422,down
2021-11-04,201.44000244140625,203.2100067138672,up
2021-11-05,202.3000030517578,201.44000244140625,down
2021-11-08,202.08999633789065,202.3000030517578,up
2021-11-09,198.92999267578125,202.08999633789065,up
2021-11-10,202.5,198.92999267578125,down
2021-11-11,200.8999938964844,202.5,up
2021-11-12,203.3300018310547,200.8999938964844,down
2021-11-15,205.02999877929688,203.3300018310547,down
2021-11-16,203.2400054931641,205.02999877929688,up
2021-11-17,199.41000366210935,203.2400054931641,up
2021-11-18,202.6100006103516,199.41000366210935,down
2021-11-19,201.1300048828125,202.6100006103516,up
2021-11-22,198.91000366210935,201.1300048828125,up
2021-11-23,201.5800018310547,198.91000366210935,down
2021-11-24,200.17999267578125,201.5800018310547,up
2021-11-26,193.63999938964844,200.17999267578125,up
2021-11-29,194.0,193.63999938964844,down
2021-11-30,189.5,194.0,up
2021-12-01,189.13999938964844,189.5,up
2021-12-02,189.2899932861328,189.13999938964844,down
2021-12-03,185.9900054931641,189.2899932861328,up
2021-12-06,188.72000122070312,185.9900054931641,down
2021-12-07,190.41000366210935,188.72000122070312,down
2021-12-08,193.94000244140625,190.41000366210935,down
2021-12-09,187.0399932861328,193.94000244140625,up
2021-12-10,188.57000732421875,187.0399932861328,down
2021-12-13,191.2100067138672,188.57000732421875,down
2021-12-14,193.92999267578125,191.2100067138672,down
2021-12-15,195.6199951171875,193.92999267578125,down
2021-12-16,195.8600006103516,195.6199951171875,down
2021-12-17,196.05999755859372,195.8600006103516,down
2021-12-20,202.22000122070312,196.05999755859372,down
2021-12-21,205.1199951171875,202.22000122070312,down
2021-12-22,209.7700042724609,205.1199951171875,down
2021-12-23,214.0399932861328,209.7700042724609,down
2021-12-27,214.69000244140625,214.0399932861328,down
2021-12-28,213.80999755859372,214.69000244140625,up
2021-12-29,215.0200042724609,213.80999755859372,down
2021-12-30,215.17999267578125,215.0200042724609,down
2021-12-31,216.0800018310547,215.17999267578125,down
2022-01-03,210.6300048828125,216.0800018310547,up
2022-01-04,199.0800018310547,210.6300048828125,up
2022-01-05,192.88999938964844,199.0800018310547,up
2022-01-06,196.07000732421875,192.88999938964844,down
2022-01-07,198.94000244140625,196.07000732421875,down
2022-01-10,199.2400054931641,198.94000244140625,down
2022-01-11,206.25,199.2400054931641,down
2022-01-12,206.19000244140625,206.25,up
2022-01-13,208.0,206.19000244140625,down
2022-01-14,213.9600067138672,208.0,down
2022-01-18,212.02999877929688,213.9600067138672,up
2022-01-19,205.07000732421875,212.02999877929688,up
2022-01-20,199.97000122070312,205.07000732421875,up
2022-01-21,200.05999755859372,199.97000122070312,down
2022-01-24,202.1499938964844,200.05999755859372,down
2022-01-25,199.72000122070312,202.1499938964844,up
2022-01-26,198.57000732421875,199.72000122070312,up
2022-01-27,195.1699981689453,198.57000732421875,up
2022-01-28,200.8999938964844,195.1699981689453,down
2022-01-31,201.8699951171875,200.8999938964844,down
2022-02-01,202.97000122070312,201.8699951171875,down
2022-02-02,202.1199951171875,202.97000122070312,up
2022-02-03,198.7100067138672,202.1199951171875,up
2022-02-04,201.58999633789065,198.7100067138672,down
2022-02-07,199.80999755859372,201.58999633789065,up
2022-02-08,199.63999938964844,199.80999755859372,up
2022-02-09,204.94000244140625,199.63999938964844,down
2022-02-10,203.75,204.94000244140625,up
2022-02-11,203.57000732421875,203.75,up
2022-02-14,202.83999633789065,203.57000732421875,up
2022-02-15,204.2899932861328,202.83999633789065,down
2022-02-16,204.55999755859372,204.2899932861328,down
2022-02-17,199.91000366210935,204.55999755859372,up
2022-02-18,196.5,199.91000366210935,up
2022-02-22,193.67999267578125,196.5,up
2022-02-23,193.1100006103516,193.67999267578125,up
2022-02-24,167.7100067138672,193.1100006103516,up
2022-02-25,168.0,167.7100067138672,down
2022-02-28,166.1999969482422,168.0,up
2022-03-01,166.16000366210938,166.1999969482422,up
2022-03-02,175.35000610351562,166.16000366210938,down
2022-03-03,174.9600067138672,175.35000610351562,up
2022-03-04,174.52000427246094,174.9600067138672,up
2022-03-07,172.85000610351562,174.52000427246094,up
2022-03-08,172.47999572753906,172.85000610351562,up
2022-03-09,169.9199981689453,172.47999572753906,up
2022-03-10,167.77999877929688,169.9199981689453,up
2022-03-11,173.0,167.77999877929688,down
2022-03-14,175.0,173.0,down
2022-03-15,178.82000732421875,175.0,down
2022-03-16,182.5500030517578,178.82000732421875,down
2022-03-17,184.4900054931641,182.5500030517578,down
2022-03-18,181.1999969482422,184.4900054931641,up
2022-03-21,182.1699981689453,181.1999969482422,down
2022-03-22,179.3300018310547,182.1699981689453,up
2022-03-23,177.77999877929688,179.3300018310547,up
2022-03-24,178.8699951171875,177.77999877929688,down
2022-03-25,174.83999633789062,178.8699951171875,up
2022-03-28,175.22999572753906,174.83999633789062,down
2022-03-29,178.4600067138672,175.22999572753906,down
2022-03-30,175.6300048828125,178.4600067138672,up
2022-03-31,179.41000366210938,175.6300048828125,down
2022-04-01,184.6499938964844,179.41000366210938,down
2022-04-04,184.02999877929688,184.6499938964844,up
2022-04-05,184.7100067138672,184.02999877929688,down
2022-04-06,185.47999572753903,184.7100067138672,down
2022-04-07,190.1100006103516,185.47999572753903,down
2022-04-08,189.2700042724609,190.1100006103516,up
2022-04-11,185.5399932861328,189.2700042724609,up
2022-04-12,186.66000366210935,185.5399932861328,down
2022-04-13,190.19000244140625,186.66000366210935,down
2022-04-14,191.91000366210935,190.19000244140625,down
2022-04-18,188.80999755859372,191.91000366210935,up
2022-04-19,184.2400054931641,188.80999755859372,up
2022-04-20,187.25999450683597,184.2400054931641,down
2022-04-21,190.22000122070312,187.25999450683597,down
2022-04-22,187.6300048828125,190.22000122070312,up
2022-04-25,186.2400054931641,187.6300048828125,up
2022-04-26,174.80999755859375,186.2400054931641,up
2022-04-27,177.3000030517578,174.80999755859375,down
2022-04-28,179.33999633789062,177.3000030517578,down
2022-04-29,177.55999755859375,179.33999633789062,up
2022-05-02,179.82000732421875,177.55999755859375,down
2022-05-03,179.67999267578125,179.82000732421875,up
2022-05-04,186.3600006103516,179.67999267578125,down
2022-05-05,186.9900054931641,186.3600006103516,down
2022-05-06,184.08999633789065,186.9900054931641,up
2022-05-09,178.5800018310547,184.08999633789065,up
2022-05-10,179.11000061035156,178.5800018310547,down
2022-05-11,179.49000549316406,179.11000061035156,down
2022-05-12,181.3699951171875,179.49000549316406,down
2022-05-13,183.44000244140625,181.3699951171875,down
2022-05-16,185.1300048828125,183.44000244140625,down
2022-05-17,190.9900054931641,185.1300048828125,down
2022-05-18,185.3800048828125,190.9900054931641,up
2022-05-19,186.30999755859372,185.3800048828125,down
2022-05-20,188.3300018310547,186.30999755859372,down
2022-05-23,210.13999938964844,188.3300018310547,down
2022-05-24,218.9499969482422,210.13999938964844,down
2022-05-25,228.38999938964844,218.9499969482422,down
2022-05-26,224.77999877929688,228.38999938964844,up
2022-05-27,235.8300018310547,224.77999877929688,down
2022-05-31,230.33999633789065,235.8300018310547,up
