Date,Close,lag_1,label
2021-10-20,2.950000047683716,3.240000009536743,up
2021-10-21,2.799999952316284,2.950000047683716,up
2021-10-22,2.640000104904175,2.799999952316284,up
2021-10-25,2.799999952316284,2.640000104904175,down
2021-10-26,2.859999895095825,2.799999952316284,down
2021-10-27,2.680000066757202,2.859999895095825,up
2021-10-28,2.7699999809265137,2.680000066757202,down
2021-10-29,2.8499999046325684,2.7699999809265137,down
2021-11-01,2.940000057220459,2.8499999046325684,down
2021-11-02,3.0,2.940000057220459,down
2021-11-03,3.049999952316284,3.0,down
2021-11-04,3.0899999141693115,3.049999952316284,down
2021-11-05,2.990000009536743,3.0899999141693115,up
2021-11-08,3.0,2.990000009536743,down
2021-11-09,2.9600000381469727,3.0,up
2021-11-10,2.900000095367432,2.9600000381469727,up
2021-11-11,2.8499999046325684,2.900000095367432,up
2021-11-12,2.819999933242798,2.8499999046325684,up
2021-11-15,2.799999952316284,2.819999933242798,up
2021-11-16,2.7799999713897705,2.799999952316284,up
2021-11-17,2.720000028610229,2.7799999713897705,up
2021-11-18,2.630000114440918,2.720000028610229,up
2021-11-19,2.650000095367432,2.630000114440918,down
2021-11-22,2.609999895095825,2.650000095367432,up
2021-11-23,2.630000114440918,2.609999895095825,down
2021-11-24,2.7699999809265137,2.630000114440918,down
2021-11-26,2.609999895095825,2.7699999809265137,up
2021-11-29,2.5799999237060547,2.609999895095825,up
2021-11-30,2.5799999237060547,2.5799999237060547,down
2021-12-01,2.509999990463257,2.5799999237060547,up
2021-12-02,2.559999942779541,2.509999990463257,down
2021-12-03,2.380000114440918,2.559999942779541,up
2021-12-06,2.400000095367432,2.380000114440918,down
2021-12-07,2.400000095367432,2.400000095367432,down
2021-12-08,2.430000066757202,2.400000095367432,down
2021-12-09,2.3499999046325684,2.430000066757202,up
2021-12-10,2.2699999809265137,2.3499999046325684,up
2021-12-13,2.2699999809265137,2.2699999809265137,down
2021-12-14,2.190000057220459,2.2699999809265137,up
2021-12-15,2.1700000762939453,2.190000057220459,up
2021-12-16,2.0999999046325684,2.1700000762939453,up
2021-12-17,2.150000095367432,2.0999999046325684,down
2021-12-20,2.119999885559082,2.150000095367432,up
