Date,Close,lag_1,lag_2,lag_3,lag_4,lag_5,label
2017-09-12,6575.96728515625,8207.958984375,8891.955078125,8639.95703125,8303.9580078125,8159.958984375,0
2017-09-13,5831.970703125,6575.96728515625,8207.958984375,8891.955078125,8639.95703125,8303.9580078125,0
2017-09-14,5915.97021484375,5831.970703125,6575.96728515625,8207.958984375,8891.955078125,8639.95703125,1
2017-09-15,5771.97119140625,5915.97021484375,5831.970703125,6575.96728515625,8207.958984375,8891.955078125,0
2017-09-18,5939.97021484375,5771.97119140625,5915.97021484375,5831.970703125,6575.96728515625,8207.958984375,1
2017-09-19,5759.97119140625,5939.97021484375,5771.97119140625,5915.97021484375,5831.970703125,6575.96728515625,0
2017-09-20,5915.97021484375,5759.97119140625,5939.97021484375,5771.97119140625,5915.97021484375,5831.970703125,1
2017-09-21,5675.9716796875,5915.97021484375,5759.97119140625,5939.97021484375,5771.97119140625,5915.97021484375,0
2017-09-22,5483.97265625,5675.9716796875,5915.97021484375,5759.97119140625,5939.97021484375,5771.97119140625,0
2017-09-25,5123.974609375,5483.97265625,5675.9716796875,5915.97021484375,5759.97119140625,5939.97021484375,0
2017-09-26,4691.9765625,5123.974609375,5483.97265625,5675.9716796875,5915.97021484375,5759.97119140625,0
2017-09-27,5387.97314453125,4691.9765625,5123.974609375,5483.97265625,5675.9716796875,5915.97021484375,1
2017-09-28,5111.974609375,5387.97314453125,4691.9765625,5123.974609375,5483.97265625,5675.9716796875,0
2017-09-29,5015.97509765625,5111.974609375,5387.97314453125,4691.9765625,5123.974609375,5483.97265625,0
2017-10-02,5375.97314453125,5015.97509765625,5111.974609375,5387.97314453125,4691.9765625,5123.974609375,1
2017-10-03,5387.97314453125,5375.97314453125,5015.97509765625,5111.974609375,5387.97314453125,4691.9765625,1
2017-10-04,5471.97265625,5387.97314453125,5375.97314453125,5015.97509765625,5111.974609375,5387.97314453125,1
2017-10-05,5531.97216796875,5471.97265625,5387.97314453125,5375.97314453125,5015.97509765625,5111.974609375,1
2017-10-06,5483.97265625,5531.97216796875,5471.97265625,5387.97314453125,5375.97314453125,5015.97509765625,0
2017-10-09,5279.9736328125,5483.97265625,5531.97216796875,5471.97265625,5387.97314453125,5375.97314453125,0
2017-10-10,5279.9736328125,5279.9736328125,5483.97265625,5531.97216796875,5471.97265625,5387.97314453125,1
2017-10-11,5099.974609375,5279.9736328125,5279.9736328125,5483.97265625,5531.97216796875,5471.97265625,0
2017-10-12,4967.97509765625,5099.974609375,5279.9736328125,5279.9736328125,5483.97265625,5531.97216796875,0
2017-10-13,4739.97607421875,4967.97509765625,5099.974609375,5279.9736328125,5279.9736328125,5483.97265625,0
2017-10-16,4715.9765625,4739.97607421875,4967.97509765625,5099.974609375,5279.9736328125,5279.9736328125,0
2017-10-17,4895.9755859375,4715.9765625,4739.97607421875,4967.97509765625,5099.974609375,5279.9736328125,1
2017-10-18,4823.97607421875,4895.9755859375,4715.9765625,4739.97607421875,4967.97509765625,5099.974609375,0
2017-10-19,4715.9765625,4823.97607421875,4895.9755859375,4715.9765625,4739.97607421875,4967.97509765625,0
2017-10-20,4547.97705078125,4715.9765625,4823.97607421875,4895.9755859375,4715.9765625,4739.97607421875,0
2017-10-23,4199.97900390625,4547.97705078125,4715.9765625,4823.97607421875,4895.9755859375,4715.9765625,0
2017-10-24,3821.98095703125,4199.97900390625,4547.97705078125,4715.9765625,4823.97607421875,4895.9755859375,0
2017-10-25,3839.980712890625,3821.98095703125,4199.97900390625,4547.97705078125,4715.9765625,4823.97607421875,1
2017-10-26,3707.9814453125,3839.980712890625,3821.98095703125,4199.97900390625,4547.97705078125,4715.9765625,0
2017-10-27,3815.98095703125,3707.9814453125,3839.980712890625,3821.98095703125,4199.97900390625,4547.97705078125,1
2017-10-30,4079.9794921875,3815.98095703125,3707.9814453125,3839.980712890625,3821.98095703125,4199.97900390625,1
2017-10-31,4079.9794921875,4079.9794921875,3815.98095703125,3707.9814453125,3839.980712890625,3821.98095703125,1
2017-11-01,3815.98095703125,4079.9794921875,4079.9794921875,3815.98095703125,3707.9814453125,3839.980712890625,0
2017-11-02,3827.98095703125,3815.98095703125,4079.9794921875,4079.9794921875,3815.98095703125,3707.9814453125,1
2017-11-03,3959.980224609375,3827.98095703125,3815.98095703125,4079.9794921875,4079.9794921875,3815.98095703125,1
2017-11-06,3851.980712890625,3959.980224609375,3827.98095703125,3815.98095703125,4079.9794921875,4079.9794921875,0
2017-11-07,3851.980712890625,3851.980712890625,3959.980224609375,3827.98095703125,3815.98095703125,4079.9794921875,1
2017-11-08,3827.98095703125,3851.980712890625,3851.980712890625,3959.980224609375,3827.98095703125,3815.98095703125,0
2017-11-09,3815.98095703125,3827.98095703125,3851.980712890625,3851.980712890625,3959.980224609375,3827.98095703125,0
2017-11-10,4067.979736328125,3815.98095703125,3827.98095703125,3851.980712890625,3851.980712890625,3959.980224609375,1
2017-11-13,3863.980712890625,4067.979736328125,3815.98095703125,3827.98095703125,3851.980712890625,3851.980712890625,0
2017-11-14,3587.982177734375,3863.980712890625,4067.979736328125,3815.98095703125,3827.98095703125,3851.980712890625,0
2017-11-15,3575.982177734375,3587.982177734375,3863.980712890625,4067.979736328125,3815.98095703125,3827.98095703125,0
2017-11-16,3887.98046875,3575.982177734375,3587.982177734375,3863.980712890625,4067.979736328125,3815.98095703125,1
2017-11-17,3827.98095703125,3887.98046875,3575.982177734375,3587.982177734375,3863.980712890625,4067.979736328125,0
2017-11-20,3695.9814453125,3827.98095703125,3887.98046875,3575.982177734375,3587.982177734375,3863.980712890625,0
2017-11-21,3599.98193359375,3695.9814453125,3827.98095703125,3887.98046875,3575.982177734375,3587.982177734375,0
2017-11-22,3767.981201171875,3599.98193359375,3695.9814453125,3827.98095703125,3887.98046875,3575.982177734375,1
2017-11-24,3647.981689453125,3767.981201171875,3599.98193359375,3695.9814453125,3827.98095703125,3887.98046875,0
2017-11-27,3671.981689453125,3647.981689453125,3767.981201171875,3599.98193359375,3695.9814453125,3827.98095703125,1
2017-11-28,3635.98193359375,3671.981689453125,3647.981689453125,3767.981201171875,3599.98193359375,3695.9814453125,0
2017-11-29,3575.982177734375,3635.98193359375,3671.981689453125,3647.981689453125,3767.981201171875,3599.98193359375,0
2017-11-30,3587.982177734375,3575.982177734375,3635.98193359375,3671.981689453125,3647.981689453125,3767.981201171875,1
2017-12-01,3635.98193359375,3587.982177734375,3575.982177734375,3635.98193359375,3671.981689453125,3647.981689453125,1
2017-12-04,3563.982177734375,3635.98193359375,3587.982177734375,3575.982177734375,3635.98193359375,3671.981689453125,0
2017-12-05,3515.982421875,3563.982177734375,3635.98193359375,3587.982177734375,3575.982177734375,3635.98193359375,0
2017-12-06,3443.982666015625,3515.982421875,3563.982177734375,3635.98193359375,3587.982177734375,3575.982177734375,0
2017-12-07,3419.98291015625,3443.982666015625,3515.982421875,3563.982177734375,3635.98193359375,3587.982177734375,0
2017-12-08,3587.982177734375,3419.98291015625,3443.982666015625,3515.982421875,3563.982177734375,3635.98193359375,1
2017-12-11,3707.9814453125,3587.982177734375,3419.98291015625,3443.982666015625,3515.982421875,3563.982177734375,1
2017-12-12,3599.98193359375,3707.9814453125,3587.982177734375,3419.98291015625,3443.982666015625,3515.982421875,0
2017-12-13,3839.980712890625,3599.98193359375,3707.9814453125,3587.982177734375,3419.98291015625,3443.982666015625,1
2017-12-14,3659.981689453125,3839.980712890625,3599.98193359375,3707.9814453125,3587.982177734375,3419.98291015625,0
2017-12-15,3767.981201171875,3659.981689453125,3839.980712890625,3599.98193359375,3707.9814453125,3587.982177734375,1
2017-12-18,3839.980712890625,3767.981201171875,3659.981689453125,3839.980712890625,3599.98193359375,3707.9814453125,1
2017-12-19,3635.98193359375,3839.980712890625,3767.981201171875,3659.981689453125,3839.980712890625,3599.98193359375,0
2017-12-20,4079.9794921875,3635.98193359375,3839.980712890625,3767.981201171875,3659.981689453125,3839.980712890625,1
2017-12-21,3551.982177734375,4079.9794921875,3635.98193359375,3839.980712890625,3767.981201171875,3659.981689453125,0
2017-12-22,3599.98193359375,3551.982177734375,4079.9794921875,3635.98193359375,3839.980712890625,3767.981201171875,1
2017-12-26,3479.982666015625,3599.98193359375,3551.982177734375,4079.9794921875,3635.98193359375,3839.980712890625,0
2017-12-27,3383.983154296875,3479.982666015625,3599.98193359375,3551.982177734375,4079.9794921875,3635.98193359375,0
2017-12-28,3419.98291015625,3383.983154296875,3479.982666015625,3599.98193359375,3551.982177734375,4079.9794921875,1
