Date,Close,lag_1,lag_2,lag_3,lag_4,lag_5,label
2017-09-12,5.800000190734863,5.800000190734863,5.599999904632568,5.599999904632568,5.599999904632568,5.5,1
2017-09-13,5.849999904632568,5.800000190734863,5.800000190734863,5.599999904632568,5.599999904632568,5.599999904632568,1
2017-09-14,5.800000190734863,5.849999904632568,5.800000190734863,5.800000190734863,5.599999904632568,5.599999904632568,0
2017-09-15,5.900000095367432,5.800000190734863,5.849999904632568,5.800000190734863,5.800000190734863,5.599999904632568,1
2017-09-18,5.849999904632568,5.900000095367432,5.800000190734863,5.849999904632568,5.800000190734863,5.800000190734863,0
2017-09-19,5.75,5.849999904632568,5.900000095367432,5.800000190734863,5.849999904632568,5.800000190734863,0
2017-09-20,5.800000190734863,5.75,5.849999904632568,5.900000095367432,5.800000190734863,5.849999904632568,1
2017-09-21,5.75,5.800000190734863,5.75,5.849999904632568,5.900000095367432,5.800000190734863,0
2017-09-22,5.849999904632568,5.75,5.800000190734863,5.75,5.849999904632568,5.900000095367432,1
2017-09-25,5.849999904632568,5.849999904632568,5.75,5.800000190734863,5.75,5.849999904632568,1
2017-09-26,5.949999809265137,5.849999904632568,5.849999904632568,5.75,5.800000190734863,5.75,1
2017-09-27,6.599999904632568,5.949999809265137,5.849999904632568,5.849999904632568,5.75,5.800000190734863,1
2017-09-28,6.599999904632568,6.599999904632568,5.949999809265137,5.849999904632568,5.849999904632568,5.75,1
2017-09-29,6.650000095367432,6.599999904632568,6.599999904632568,5.949999809265137,5.849999904632568,5.849999904632568,1
2017-10-02,6.849999904632568,6.650000095367432,6.599999904632568,6.599999904632568,5.949999809265137,5.849999904632568,1
2017-10-03,6.849999904632568,6.849999904632568,6.650000095367432,6.599999904632568,6.599999904632568,5.949999809265137,1
2017-10-04,6.900000095367432,6.849999904632568,6.849999904632568,6.650000095367432,6.599999904632568,6.599999904632568,1
2017-10-05,6.949999809265137,6.900000095367432,6.849999904632568,6.849999904632568,6.650000095367432,6.599999904632568,1
2017-10-06,6.849999904632568,6.949999809265137,6.900000095367432,6.849999904632568,6.849999904632568,6.650000095367432,0
2017-10-09,6.650000095367432,6.849999904632568,6.949999809265137,6.900000095367432,6.849999904632568,6.849999904632568,0
2017-10-10,6.75,6.650000095367432,6.849999904632568,6.949999809265137,6.900000095367432,6.849999904632568,1
2017-10-11,6.699999809265137,6.75,6.650000095367432,6.849999904632568,6.949999809265137,6.900000095367432,0
2017-10-12,7.849999904632568,6.699999809265137,6.75,6.650000095367432,6.849999904632568,6.949999809265137,1
2017-10-13,7.5,7.849999904632568,6.699999809265137,6.75,6.650000095367432,6.849999904632568,0
2017-10-16,7.650000095367432,7.5,7.849999904632568,6.699999809265137,6.75,6.650000095367432,1
2017-10-17,7.349999904632568,7.650000095367432,7.5,7.849999904632568,6.699999809265137,6.75,0
2017-10-18,7.300000190734863,7.349999904632568,7.650000095367432,7.5,7.849999904632568,6.699999809265137,0
2017-10-19,7.28000020980835,7.300000190734863,7.349999904632568,7.650000095367432,7.5,7.849999904632568,0
