Date,Close,Volume,Daily Returns,Monthly Moving Average,Quarterly Moving Average,lag_1,lag_2,lag_3,lag_4,lag_5,label
2017-09-13,-0.9395073267731958,-0.43403621008675924,0.017504936980047472,-1.0707104142586787,-1.011234413001042,-0.944816623647632,-0.9483561548972561,-0.9660531360488196,-1.1005522856000294,-1.2102753915004272,1
2017-09-14,-1.0421513701743454,-0.46378334319213715,-0.6199402829057385,-1.1165327287830749,-1.001261176473675,-0.9395073267731958,-0.944816623647632,-0.9483561548972561,-0.9660531360488196,-1.1005522856000294,0
2017-09-15,-1.0014477734485037,-0.4173034477149842,0.23257018273663013,-1.1577102814309574,-0.9849806855172631,-1.0421513701743454,-0.9395073267731958,-0.944816623647632,-0.9483561548972561,-0.9660531360488196,1
2017-09-18,-1.0669277513734359,-0.4503971332947171,-0.40639039038930835,-1.1833457619876162,-0.9710129438891411,-1.0014477734485037,-1.0421513701743454,-0.9395073267731958,-0.944816623647632,-0.9483561548972561,0
2017-09-19,-1.1766505197255546,-0.46006495155396493,-0.6823484661967568,-1.218449414916446,-0.9590643227146728,-1.0669277513734359,-1.0014477734485037,-1.0421513701743454,-0.9395073267731958,-0.944816623647632,0
2017-09-20,-1.0934735606490595,-0.46861725232176105,0.5071298967024539,-1.2282748674900348,-0.947487999973835,-1.1766505197255546,-1.0669277513734359,-1.0014477734485037,-1.0421513701743454,-0.9395073267731958,1
2017-09-21,-1.1501047104499313,-0.5098913995054729,-0.3612002511248738,-1.22211162642454,-0.933640676039428,-1.0934735606490595,-1.1766505197255546,-1.0669277513734359,-1.0014477734485037,-1.0421513701743454,0
2017-09-22,-1.1359469229997134,-0.4195344826978875,0.07419908663204088,-1.2241660514709518,-0.9201075608630079,-1.1501047104499313,-1.0934735606490595,-1.1766505197255546,-1.0669277513734359,-1.0014477734485037,1
2017-09-25,-1.1624927322753373,-0.45151265078616876,-0.1784450387367015,-1.2265777567187803,-0.9079503410980321,-1.1359469229997134,-1.1501047104499313,-1.0934735606490595,-1.1766505197255546,-1.0669277513734359,0
2017-09-26,-1.4120239470531024,-0.4849781755297189,-1.571266612148795,-1.2274709657407588,-0.8962562292666217,-1.1624927322753373,-1.1359469229997134,-1.1501047104499313,-1.0934735606490595,-1.1766505197255546,0
2017-09-27,-1.4544973094037563,-0.4957615112804184,-0.29704411860477764,-1.2205038229259875,-0.8849653626707772,-1.4120239470531024,-1.1624927322753373,-1.1359469229997134,-1.1501047104499313,-1.0934735606490595,0
2017-09-28,-1.4403395219535384,-0.4648988606835888,0.08161115137877548,-1.2147872034083518,-0.8743749325173782,-1.4544973094037563,-1.4120239470531024,-1.1624927322753373,-1.1359469229997134,-1.1501047104499313,1
2017-09-29,-1.3642412878280126,-0.4976207070995045,0.49740156392184165,-1.1770932136494197,-0.8670532482528684,-1.4403395219535384,-1.4544973094037563,-1.4120239470531024,-1.1624927322753373,-1.1359469229997134,1
2017-10-02,-1.201426563376367,-0.40986666443863967,1.0575758235154495,-1.152440266424311,-0.8697021045983474,-1.3642412878280126,-1.4403395219535384,-1.4544973094037563,-1.4120239470531024,-1.1624927322753373,1
2017-10-03,-1.2562882851007051,-0.5091477211778385,-0.3597331047946034,-1.1169793162571942,-0.8755238746655111,-1.201426563376367,-1.3642412878280126,-1.4403395219535384,-1.4544973094037563,-1.4120239470531024,0
2017-10-04,-1.2562882851007051,-0.3723109088931001,-0.013883859800177582,-1.0724968323026345,-0.8718384223395834,-1.2562882851007051,-1.201426563376367,-1.3642412878280126,-1.4403395219535384,-1.4544973094037563,1
2017-10-05,-1.0881642637746227,-0.48609369302117056,1.0612120812211705,-1.0277463754193599,-0.8668466371822636,-1.2562882851007051,-1.2562882851007051,-1.201426563376367,-1.3642412878280126,-1.4403395219535384,1
2017-10-06,-1.1412562198741496,-0.4645270215197716,-0.33906056467522955,-0.9743316649500594,-0.8589457354134709,-1.0881642637746227,-1.2562882851007051,-1.2562882851007051,-1.201426563376367,-1.3642412878280126,0
2017-10-09,-1.0138357952739097,-0.45820575573487876,0.7770801193544974,-0.9241325444409944,-0.854548998412108,-1.1412562198741496,-1.0881642637746227,-1.2562882851007051,-1.2562882851007051,-1.201426563376367,1
2017-10-10,-0.9660531360488196,-0.49129944131461173,0.27341404173284334,-0.8824190459356803,-0.8512431809282154,-1.0138357952739097,-1.1412562198741496,-1.0881642637746227,-1.2562882851007051,-1.2562882851007051,1
2017-10-11,-0.8067779428467982,-0.48088794472772944,0.9326286103104112,-0.8313267164046375,-0.8474745510142883,-0.9660531360488196,-1.0138357952739097,-1.1412562198741496,-1.0881642637746227,-1.2562882851007051,1
2017-10-12,-0.8262450271714523,-0.47940058807246055,-0.12524920288527738,-0.7807703156941551,-0.8426480542090252,-0.8067779428467982,-0.9660531360488196,-1.0138357952739097,-1.1412562198741496,-1.0881642637746227,0
2017-10-13,-0.2953274914658618,-0.20163673270099433,3.0372623880367744,-0.7304818879123882,-0.8439703799415124,-0.8262450271714523,-0.8067779428467982,-0.9660531360488196,-1.0138357952739097,-1.1412562198741496,1
