Date,Close,Volume,Daily Returns,Monthly Moving Average,Quarterly Moving Average,lag_1,lag_2,lag_3,lag_4,lag_5,label
2017-09-13,2.7693893499139985,0.3226900392212839,0.5421789478087513,2.892741056575433,2.6034093955501905,2.6359075386741373,4.474688450373351,4.533257069127577,4.610894443832552,3.725555486347745,1
2017-09-14,1.3814504636152078,1.6194323673260285,-5.640578473018479,2.9597012533506866,2.60946103289936,2.7693893499139985,2.6359075386741373,4.474688450373351,4.533257069127577,4.610894443832552,0
2017-09-15,1.0177804506874486,0.8210181493497346,-2.048863969685231,2.9987558046828795,2.614543369369498,1.3814504636152078,2.7693893499139985,2.6359075386741373,4.474688450373351,4.533257069127577,0
2017-09-18,1.4863288811366329,0.5743048882697476,2.8986284371270252,2.994015857010708,2.6252727984664728,1.0177804506874486,1.3814504636152078,2.7693893499139985,2.6359075386741373,4.474688450373351,1
2017-09-19,2.595045844553303,1.715830264039401,6.017517355421107,2.945948714950557,2.636988086800225,1.4863288811366329,1.0177804506874486,1.3814504636152078,2.7693893499139985,2.6359075386741373,1
2017-09-20,2.7421480473052333,1.0176262889741834,0.6040487883233279,2.9263213098572027,2.647739878500793,2.595045844553303,1.4863288811366329,1.0177804506874486,1.3814504636152078,2.7693893499139985,1
2017-09-21,2.7680275185966443,0.032407107310394076,0.09178504520259903,2.8752499666432514,2.655184509221796,2.7421480473052333,2.595045844553303,1.4863288811366329,1.0177804506874486,1.3814504636152078,1
2017-09-22,3.259731238117901,0.5225659041580505,1.980262259970543,2.7781142991162717,2.6601899432117895,2.7680275185966443,2.7421480473052333,2.595045844553303,1.4863288811366329,1.0177804506874486,1
2017-09-25,2.9668881443467665,0.265504846255724,-1.0956029948421686,2.696800723710128,2.662159619509649,3.259731238117901,2.7680275185966443,2.7421480473052333,2.595045844553303,1.4863288811366329,0
2017-09-26,3.1698347836335823,0.08523533319286372,0.7780226137024442,2.624366228884452,2.664800180595207,2.9668881443467665,3.259731238117901,2.7680275185966443,2.7421480473052333,2.595045844553303,1
2017-09-27,3.0186465673449594,0.16638384511542018,-0.5814985682196183,2.639387209186568,2.666772906540415,3.1698347836335823,2.9668881443467665,3.259731238117901,2.7680275185966443,2.7421480473052333,0
2017-09-28,2.8647336492523654,0.09776161355674827,-0.6082633540527631,2.6335791039338106,2.6655726066415824,3.0186465673449594,3.1698347836335823,2.9668881443467665,3.259731238117901,2.7680275185966443,0
2017-09-29,2.7435103982072175,-0.10102500960924572,-0.49602795938130145,2.7082834368015942,2.6644123167393774,2.8647336492523654,3.0186465673449594,3.1698347836335823,2.9668881443467665,3.259731238117901,0
2017-10-02,2.4710984112888155,0.3602688803129376,-1.1237991576284483,2.772239432423048,2.6636477295140737,2.7435103982072175,2.8647336492523654,3.0186465673449594,3.1698347836335823,2.9668881443467665,0
2017-10-03,2.063842262228567,0.1435097679291962,-1.76870350894141,2.8271160758760754,2.661641007122687,2.4710984112888155,2.7435103982072175,2.8647336492523654,3.0186465673449594,3.1698347836335823,0
2017-10-04,2.431598548485336,-0.008984079978963574,1.720087108211929,2.828918596568356,2.6575047388686555,2.063842262228567,2.4710984112888155,2.7435103982072175,2.8647336492523654,3.0186465673449594,1
2017-10-05,2.6835794285510044,0.010077651009556397,1.0812913256076766,2.820306587216642,2.676759161796912,2.431598548485336,2.063842262228567,2.4710984112888155,2.7435103982072175,2.8647336492523654,1
2017-10-06,2.6290973429181035,0.1658392242300339,-0.23840922017705288,2.787126902577673,2.698506963012106,2.6835794285510044,2.431598548485336,2.063842262228567,2.4710984112888155,2.7435103982072175,0
2017-10-09,2.874268027227739,-0.06290154763220578,1.0087255819740595,2.7218356908803227,2.725010651544273,2.6290973429181035,2.6835794285510044,2.431598548485336,2.063842262228567,2.4710984112888155,1
2017-10-10,2.9968536291748724,0.0029975794995346933,0.47313601444840914,2.658881091398988,2.7534767221549252,2.874268027227739,2.6290973429181035,2.6835794285510044,2.431598548485336,2.063842262228567,1
2017-10-11,2.9423710239573397,-0.17672731267793934,-0.22503936989660342,2.589984876517405,2.7847593897735647,2.9968536291748724,2.874268027227739,2.6290973429181035,2.6835794285510044,2.431598548485336,0
2017-10-12,2.6508902810881905,-0.09775728429692801,-1.1561672026854448,2.598930705804898,2.8069227591739585,2.9423710239573397,2.9968536291748724,2.874268027227739,2.6290973429181035,2.6835794285510044,0
2017-10-13,2.9055953433731996,-0.12444370768085598,1.0437801152421893,2.591653874328752,2.8203131276362625,2.6508902810881905,2.9423710239573397,2.9968536291748724,2.874268027227739,2.6290973429181035,1
2017-10-16,2.3226338576349015,0.14459900969996878,-2.314873958618639,2.588649673174952,2.8252767968441015,2.9055953433731996,2.6508902810881905,2.9423710239573397,2.9968536291748724,2.874268027227739,0
2017-10-17,2.6059420538460314,-0.09939114695308687,1.2466513278044824,2.612683231471584,2.816596145370161,2.3226338576349015,2.9055953433731996,2.6508902810881905,2.9423710239573397,2.9968536291748724,1
2017-10-18,2.6318215251374433,-0.17291496648023533,0.09473331450259845,2.6600160104200414,2.7971108531849995,2.6059420538460314,2.3226338576349015,2.9055953433731996,2.6508902810881905,2.9423710239573397,1
2017-10-19,2.5664427106271823,-0.21267229111343414,-0.2862001771897296,2.688055178744037,2.783074060490987,2.6318215251374433,2.6059420538460314,2.3226338576349015,2.9055953433731996,2.6508902810881905,0
2017-10-20,2.0910835648373336,0.20777503240477782,-2.0217775810475853,2.6965336906817026,2.7528072149606446,2.5664427106271823,2.6318215251374433,2.6059420538460314,2.3226338576349015,2.9055953433731996,0
2017-10-23,1.9276362687693662,-0.1200867405977657,-0.7794620301313179,2.7022082730535253,2.7063564957295094,2.0910835648373336,2.5664427106271823,2.6318215251374433,2.6059420538460314,2.3226338576349015,0
2017-10-24,1.6824655844597305,0.3166992094820348,-1.2070918879288204,2.688522496093863,2.6608985112206356,1.9276362687693662,2.0910835648373336,2.5664427106271823,2.6318215251374433,2.6059420538460314,0
2017-10-25,1.7641892324937143,-0.03839360778982296,0.4087831475260203,2.6707643603998137,2.6159022652255697,1.6824655844597305,1.9276362687693662,2.0910835648373336,2.5664427106271823,2.6318215251374433,1
2017-10-26,3.2011626193636737,2.9341471846485203,7.264442434103517,2.6541411309933745,2.6008958207718686,1.7641892324937143,1.6824655844597305,1.9276362687693662,2.0910835648373336,2.5664427106271823,1
2017-10-27,2.7162690955984514,1.3177123968220266,-1.8243127153886052,2.6433927810136026,2.5822185687841386,3.2011626193636737,1.7641892324937143,1.6824655844597305,1.9276362687693662,2.0910835648373336,0
2017-10-30,2.682217597233651,0.22356903808098008,-0.15322438993521587,2.620160334535688,2.576031295597135,2.7162690955984514,3.2011626193636737,1.7641892324937143,1.6824655844597305,1.9276362687693662,0
2017-10-31,2.961439779908087,0.2301044887056155,1.1382330989535498,2.626502531312181,2.5745999097271044,2.682217597233651,2.7162690955984514,3.2011626193636737,1.7641892324937143,1.6824655844597305,1
2017-11-01,3.0295427766376872,0.023148552258827237,0.2522532637569159,2.615353638156493,2.563033403550527,2.961439779908087,2.682217597233651,2.7162690955984514,3.2011626193636737,1.7641892324937143,1
2017-11-02,3.0036638249309062,0.5748495091551339,-0.11346772183398925,2.5965940935888816,2.52459381538866,3.0295427766376872,2.961439779908087,2.682217597233651,2.7162690955984514,3.2011626193636737,0
2017-11-03,2.8565611025943465,-0.0585445805491155,-0.583571040488862,2.5658845185799772,2.4816061262041513,3.0036638249309062,3.0295427766376872,2.961439779908087,2.682217597233651,2.7162690955984514,0
2017-11-06,2.744872229524572,-0.08904335013074746,-0.4588012783465568,2.5730278271751885,2.4509698916241494,2.8565611025943465,3.0036638249309062,3.0295427766376872,2.961439779908087,2.682217597233651,0
