Date,Close,lag_1,lag_2,lag_3,lag_4,lag_5,label
2018-10-12,20.809999465942383,22.149999618530277,22.5,22.549999237060547,23.81999969482422,26.26000022888184,0
2018-10-15,21.600000381469727,20.809999465942383,22.149999618530277,22.5,22.549999237060547,23.81999969482422,1
2018-10-16,21.149999618530277,21.600000381469727,20.809999465942383,22.149999618530277,22.5,22.549999237060547,0
2018-10-17,19.479999542236328,21.149999618530277,21.600000381469727,20.809999465942383,22.149999618530277,22.5,0
2018-10-18,22.0,19.479999542236328,21.149999618530277,21.600000381469727,20.809999465942383,22.149999618530277,1
2018-10-19,21.5,22.0,19.479999542236328,21.149999618530277,21.600000381469727,20.809999465942383,0
2018-10-22,21.93000030517578,21.5,22.0,19.479999542236328,21.149999618530277,21.600000381469727,1
2018-10-23,22.149999618530277,21.93000030517578,21.5,22.0,19.479999542236328,21.149999618530277,1
2018-10-24,22.38999938964844,22.149999618530277,21.93000030517578,21.5,22.0,19.479999542236328,1
2018-10-25,23.75,22.38999938964844,22.149999618530277,21.93000030517578,21.5,22.0,1
2018-10-26,22.34000015258789,23.75,22.38999938964844,22.149999618530277,21.93000030517578,21.5,0
2018-10-29,22.520000457763672,22.34000015258789,23.75,22.38999938964844,22.149999618530277,21.93000030517578,1
2018-10-30,23.84000015258789,22.520000457763672,22.34000015258789,23.75,22.38999938964844,22.149999618530277,1
2018-10-31,24.559999465942383,23.84000015258789,22.520000457763672,22.34000015258789,23.75,22.38999938964844,1
2018-11-01,24.899999618530277,24.559999465942383,23.84000015258789,22.520000457763672,22.34000015258789,23.75,1
2018-11-02,25.3799991607666,24.899999618530277,24.559999465942383,23.84000015258789,22.520000457763672,22.34000015258789,1
2018-11-05,25.690000534057617,25.3799991607666,24.899999618530277,24.559999465942383,23.84000015258789,22.520000457763672,1
2018-11-06,25.5,25.690000534057617,25.3799991607666,24.899999618530277,24.559999465942383,23.84000015258789,0
2018-11-07,25.63999938964844,25.5,25.690000534057617,25.3799991607666,24.899999618530277,24.559999465942383,1
2018-11-08,25.790000915527344,25.63999938964844,25.5,25.690000534057617,25.3799991607666,24.899999618530277,1
2018-11-09,25.530000686645508,25.790000915527344,25.63999938964844,25.5,25.690000534057617,25.3799991607666,0
2018-11-12,24.26000022888184,25.530000686645508,25.790000915527344,25.63999938964844,25.5,25.690000534057617,0
2018-11-13,23.149999618530277,24.26000022888184,25.530000686645508,25.790000915527344,25.63999938964844,25.5,0
2018-11-14,23.989999771118164,23.149999618530277,24.26000022888184,25.530000686645508,25.790000915527344,25.63999938964844,1
2018-11-15,24.61000061035156,23.989999771118164,23.149999618530277,24.26000022888184,25.530000686645508,25.790000915527344,1
2018-11-16,24.8700008392334,24.61000061035156,23.989999771118164,23.149999618530277,24.26000022888184,25.530000686645508,1
2018-11-19,24.65999984741211,24.8700008392334,24.61000061035156,23.989999771118164,23.149999618530277,24.26000022888184,0
2018-11-20,23.43000030517578,24.65999984741211,24.8700008392334,24.61000061035156,23.989999771118164,23.149999618530277,0
2018-11-21,24.850000381469727,23.43000030517578,24.65999984741211,24.8700008392334,24.61000061035156,23.989999771118164,1
2018-11-23,27.21999931335449,24.850000381469727,23.43000030517578,24.65999984741211,24.8700008392334,24.61000061035156,1
2018-11-26,26.13999938964844,27.21999931335449,24.850000381469727,23.43000030517578,24.65999984741211,24.8700008392334,0
2018-11-27,24.34000015258789,26.13999938964844,27.21999931335449,24.850000381469727,23.43000030517578,24.65999984741211,0
2018-11-28,25.31999969482422,24.34000015258789,26.13999938964844,27.21999931335449,24.850000381469727,23.43000030517578,1
2018-11-29,26.31999969482422,25.31999969482422,24.34000015258789,26.13999938964844,27.21999931335449,24.850000381469727,1
2018-11-30,24.920000076293945,26.31999969482422,25.31999969482422,24.34000015258789,26.13999938964844,27.21999931335449,0
2018-12-03,24.899999618530277,24.920000076293945,26.31999969482422,25.31999969482422,24.34000015258789,26.13999938964844,0
2018-12-04,24.5,24.899999618530277,24.920000076293945,26.31999969482422,25.31999969482422,24.34000015258789,0
2018-12-06,23.3700008392334,24.5,24.899999618530277,24.920000076293945,26.31999969482422,25.31999969482422,0
2018-12-07,22.6299991607666,23.3700008392334,24.5,24.899999618530277,24.920000076293945,26.31999969482422,0
2018-12-10,22.1299991607666,22.6299991607666,23.3700008392334,24.5,24.899999618530277,24.920000076293945,0
2018-12-11,21.96999931335449,22.1299991607666,22.6299991607666,23.3700008392334,24.5,24.899999618530277,0
2018-12-12,21.96999931335449,21.96999931335449,22.1299991607666,22.6299991607666,23.3700008392334,24.5,1
2018-12-13,21.57999992370605,21.96999931335449,21.96999931335449,22.1299991607666,22.6299991607666,23.3700008392334,0
2018-12-14,21.420000076293945,21.57999992370605,21.96999931335449,21.96999931335449,22.1299991607666,22.6299991607666,0
2018-12-17,20.46999931335449,21.420000076293945,21.57999992370605,21.96999931335449,21.96999931335449,22.1299991607666,0
2018-12-18,19.850000381469727,20.46999931335449,21.420000076293945,21.57999992370605,21.96999931335449,21.96999931335449,0
2018-12-19,19.01000022888184,19.850000381469727,20.46999931335449,21.420000076293945,21.57999992370605,21.96999931335449,0
2018-12-20,18.229999542236328,19.01000022888184,19.850000381469727,20.46999931335449,21.420000076293945,21.57999992370605,0
2018-12-21,16.920000076293945,18.229999542236328,19.01000022888184,19.850000381469727,20.46999931335449,21.420000076293945,0
2018-12-24,15.40999984741211,16.920000076293945,18.229999542236328,19.01000022888184,19.850000381469727,20.46999931335449,0
2018-12-26,17.010000228881836,15.40999984741211,16.920000076293945,18.229999542236328,19.01000022888184,19.850000381469727,1
2018-12-27,17.190000534057617,17.010000228881836,15.40999984741211,16.920000076293945,18.229999542236328,19.01000022888184,1
2018-12-28,18.770000457763672,17.190000534057617,17.010000228881836,15.40999984741211,16.920000076293945,18.229999542236328,1
2018-12-31,20.34000015258789,18.770000457763672,17.190000534057617,17.010000228881836,15.40999984741211,16.920000076293945,1
2019-01-02,18.209999084472656,20.34000015258789,18.770000457763672,17.190000534057617,17.010000228881836,15.40999984741211,0
2019-01-03,20.440000534057617,18.209999084472656,20.34000015258789,18.770000457763672,17.190000534057617,17.010000228881836,1
2019-01-04,19.88999938964844,20.440000534057617,18.209999084472656,20.34000015258789,18.770000457763672,17.190000534057617,0
2019-01-07,22.239999771118164,19.88999938964844,20.440000534057617,18.209999084472656,20.34000015258789,18.770000457763672,1
2019-01-08,21.979999542236328,22.239999771118164,19.88999938964844,20.440000534057617,18.209999084472656,20.34000015258789,0
2019-01-09,23.549999237060547,21.979999542236328,22.239999771118164,19.88999938964844,20.440000534057617,18.209999084472656,1
2019-01-10,24.26000022888184,23.549999237060547,21.979999542236328,22.239999771118164,19.88999938964844,20.440000534057617,1
2019-01-11,23.63999938964844,24.26000022888184,23.549999237060547,21.979999542236328,22.239999771118164,19.88999938964844,0
2019-01-14,22.01000022888184,23.63999938964844,24.26000022888184,23.549999237060547,21.979999542236328,22.239999771118164,0
2019-01-15,22.450000762939453,22.01000022888184,23.63999938964844,24.26000022888184,23.549999237060547,21.979999542236328,1
2019-01-16,23.11000061035156,22.450000762939453,22.01000022888184,23.63999938964844,24.26000022888184,23.549999237060547,1
2019-01-17,23.049999237060547,23.11000061035156,22.450000762939453,22.01000022888184,23.63999938964844,24.26000022888184,0
2019-01-18,22.790000915527344,23.049999237060547,23.11000061035156,22.450000762939453,22.01000022888184,23.63999938964844,0
2019-01-22,20.65999984741211,22.790000915527344,23.049999237060547,23.11000061035156,22.450000762939453,22.01000022888184,0
2019-01-23,20.399999618530277,20.65999984741211,22.790000915527344,23.049999237060547,23.11000061035156,22.450000762939453,0
2019-01-24,21.420000076293945,20.399999618530277,20.65999984741211,22.790000915527344,23.049999237060547,23.11000061035156,1
2019-01-25,21.549999237060547,21.420000076293945,20.399999618530277,20.65999984741211,22.790000915527344,23.049999237060547,1
2019-01-28,20.670000076293945,21.549999237060547,21.420000076293945,20.399999618530277,20.65999984741211,22.790000915527344,0
2019-01-29,20.030000686645508,20.670000076293945,21.549999237060547,21.420000076293945,20.399999618530277,20.65999984741211,0
2019-01-30,20.270000457763672,20.030000686645508,20.670000076293945,21.549999237060547,21.420000076293945,20.399999618530277,1
2019-01-31,20.57999992370605,20.270000457763672,20.030000686645508,20.670000076293945,21.549999237060547,21.420000076293945,1
2019-02-01,20.59000015258789,20.57999992370605,20.270000457763672,20.030000686645508,20.670000076293945,21.549999237060547,1
2019-02-04,20.920000076293945,20.59000015258789,20.57999992370605,20.270000457763672,20.030000686645508,20.670000076293945,1
2019-02-05,21.1299991607666,20.920000076293945,20.59000015258789,20.57999992370605,20.270000457763672,20.030000686645508,1
2019-02-06,20.36000061035156,21.1299991607666,20.920000076293945,20.59000015258789,20.57999992370605,20.270000457763672,0
2019-02-07,20.520000457763672,20.36000061035156,21.1299991607666,20.920000076293945,20.59000015258789,20.57999992370605,1
2019-02-08,20.690000534057617,20.520000457763672,20.36000061035156,21.1299991607666,20.920000076293945,20.59000015258789,1
2019-02-11,21.1200008392334,20.690000534057617,20.520000457763672,20.36000061035156,21.1299991607666,20.920000076293945,1
2019-02-12,21.71999931335449,21.1200008392334,20.690000534057617,20.520000457763672,20.36000061035156,21.1299991607666,1
2019-02-13,21.709999084472656,21.71999931335449,21.1200008392334,20.690000534057617,20.520000457763672,20.36000061035156,0
2019-02-14,21.420000076293945,21.709999084472656,21.71999931335449,21.1200008392334,20.690000534057617,20.520000457763672,0
2019-02-15,22.26000022888184,21.420000076293945,21.709999084472656,21.71999931335449,21.1200008392334,20.690000534057617,1
2019-02-19,23.01000022888184,22.26000022888184,21.420000076293945,21.709999084472656,21.71999931335449,21.1200008392334,1
2019-02-20,22.86000061035156,23.01000022888184,22.26000022888184,21.420000076293945,21.709999084472656,21.71999931335449,0
