Date,Close,Volume,Daily Returns,Monthly Moving Average,Quarterly Moving Average,lag_1,lag_2,lag_3,lag_4,lag_5,Target
2017-09-13,3.2350883671544914,-0.16956773081218554,-0.16366824066871727,3.5054514539535573,3.5096282578507467,3.2823566462864258,3.518698041946096,3.2350883671544914,2.9514786923628873,2.809673854967085,3.3296249254183596
2017-09-14,3.3296249254183596,-0.1700498894018767,0.42961170413129257,3.5596900293410165,3.508612387916067,3.2350883671544914,3.2823566462864258,3.518698041946096,3.2350883671544914,2.9514786923628873,3.613234600209964
2017-09-15,3.613234600209964,-0.16094273895911568,1.1945410611336353,3.607148782805043,3.5047699614751355,3.3296249254183596,3.2350883671544914,3.2823566462864258,3.518698041946096,3.2350883671544914,4.03864911239737
2017-09-18,4.03864911239737,-0.1613032719586145,1.6553754913966479,3.6455677737044927,3.5038891902903573,3.613234600209964,3.3296249254183596,3.2350883671544914,3.2823566462864258,3.518698041946096,4.274990508057041
2017-09-19,4.274990508057041,-0.16279057917582396,0.8495413721731423,3.686246705245087,3.4984474370619814,4.03864911239737,3.613234600209964,3.3296249254183596,3.2350883671544914,3.2823566462864258,4.03864911239737
2017-09-20,4.03864911239737,-0.1656531243164228,-0.7442169616646622,3.7314455180679698,3.485096340643243,4.274990508057041,4.03864911239737,3.613234600209964,3.3296249254183596,3.2350883671544914,4.03864911239737
2017-09-21,4.03864911239737,-0.1680734735612508,0.03243684568777131,3.7834241528142845,3.4810890851524814,4.03864911239737,4.274990508057041,4.03864911239737,3.613234600209964,3.3296249254183596,4.133185670661239
2017-09-22,4.133185670661239,-0.17012286475599211,0.359278656281919,3.8195832030725905,3.4728833187952635,4.03864911239737,4.03864911239737,4.274990508057041,4.03864911239737,3.613234600209964,4.180453949793172
2017-09-25,4.180453949793172,-0.167965748038509,0.19252263046857734,3.8354027875605987,3.4632639540319703,4.133185670661239,4.03864911239737,4.03864911239737,4.274990508057041,4.03864911239737,3.9441125541335023
2017-09-26,3.9441125541335023,-0.16884666481318797,-0.7599069375707712,3.8354027875605987,3.452305390778711,4.180453949793172,4.133185670661239,4.03864911239737,4.03864911239737,4.274990508057041,3.991380833265436
2017-09-27,3.991380833265436,-0.16644629691532012,0.19933479152308248,3.85800219397204,3.4433725201109886,3.9441125541335023,4.180453949793172,4.133185670661239,4.03864911239737,4.03864911239737,3.991380833265436
2017-09-28,3.991380833265436,-0.16929841700533102,0.03243684568777131,3.8851214816657698,3.4355523996646697,3.991380833265436,3.9441125541335023,4.180453949793172,4.133185670661239,4.03864911239737,3.8968442750015684
2017-09-29,3.8968442750015684,-0.16915767882239416,-0.29784540501789414,3.900941066153779,3.427196507871106,3.991380833265436,3.991380833265436,3.9441125541335023,4.180453949793172,4.133185670661239,3.8968442750015684
2017-10-02,3.8968442750015684,-0.17038696603755268,0.03243684568777131,3.907720888077211,3.41754780853873,3.8968442750015684,3.991380833265436,3.991380833265436,3.9441125541335023,4.180453949793172,3.8968442750015684
2017-10-03,3.8968442750015684,-0.1698083757299233,0.03243684568777131,3.8896413629480575,3.4082103575719143,3.8968442750015684,3.8968442750015684,3.991380833265436,3.991380833265436,3.9441125541335023,3.7550394376057663
2017-10-04,3.7550394376057663,-0.1709342811934183,-0.47364079652252317,3.8647820158954724,3.397652301184131,3.8968442750015684,3.8968442750015684,3.8968442750015684,3.991380833265436,3.991380833265436,3.8968442750015684
2017-10-05,3.8968442750015684,-0.16990654495629284,0.5553837426384111,3.851222372048608,3.401444882273601,3.7550394376057663,3.8968442750015684,3.8968442750015684,3.8968442750015684,3.991380833265436,3.707771158473832
2017-10-06,3.707771158473832,-0.1697354003758079,-0.6423333439259546,3.842182609484031,3.4044789471451775,3.8968442750015684,3.7550394376057663,3.8968442750015684,3.8968442750015684,3.8968442750015684,3.56596632107803
