Date,Close,Volume,Daily Returns,Monthly Moving Average,Quarterly Moving Average,lag_1,lag_2,lag_3,lag_4,lag_5,Target
2017-09-13,-1.0237677661887086,-0.1546829741303289,-0.2672604926486811,-1.0675946490199288,-1.0657849940137054,-1.008001115210313,-1.0481346571444188,-1.0481346571444188,-1.0510012215448512,-1.1040348500569201,-1.025678930628112
2017-09-14,-1.025678930628112,-0.60478915508852,-0.0434985093540564,-1.0587953732289201,-1.0637189221245493,-1.0237677661887086,-1.008001115210313,-1.0481346571444188,-1.0481346571444188,-1.0510012215448512,-1.0280677950480297
2017-09-15,-1.0280677950480297,-0.2793636420322591,-0.05133014240659884,-1.0486959275532366,-1.0613189437792114,-1.025678930628112,-1.0237677661887086,-1.008001115210313,-1.0481346571444188,-1.0481346571444188,-1.0371457350058588
2017-09-18,-1.0371457350058588,-0.6892849746306915,-0.16073051585285736,-1.0394555211126735,-1.0590329999538877,-1.0280677950480297,-1.025678930628112,-1.0237677661887086,-1.008001115210313,-1.0481346571444188,-1.0557791326433592
2017-09-19,-1.0557791326433592,-0.4526608005837189,-0.3184659001304823,-1.0304008469009052,-1.0576067276919998,-1.0371457350058588,-1.0280677950480297,-1.025678930628112,-1.0237677661887086,-1.008001115210313,-1.0490902393641204
2017-09-20,-1.0490902393641204,-0.2773902789431638,0.09870868443610797,-1.0207193098107876,-1.056378048443723,-1.0557791326433592,-1.0371457350058588,-1.0280677950480297,-1.025678930628112,-1.0237677661887086,-1.0467013749442027
2017-09-21,-1.0467013749442027,-0.6505352994266383,0.027178919352064974,-1.0114092548915044,-1.052391539610456,-1.0490902393641204,-1.0557791326433592,-1.0371457350058588,-1.0280677950480297,-1.025678930628112,-1.014690008489552
2017-09-22,-1.014690008489552,-0.7016633430986529,0.5163915421061482,-1.0046298646929837,-1.0483375641554344,-1.0467013749442027,-1.0490902393641204,-1.0557791326433592,-1.0371457350058588,-1.0280677950480297,-1.0046566685706937
2017-09-25,-1.0046566685706937,-0.6148353671784598,0.15049179557538092,-0.9984308932448352,-1.048528552723392,-1.014690008489552,-1.0467013749442027,-1.0490902393641204,-1.0557791326433592,-1.0371457350058588,-0.9941454464126483
2017-09-26,-0.9941454464126483,-0.5900786302425369,0.1573176792173453,-0.9922087085893206,-1.0467343658685297,-1.0046566685706937,-1.014690008489552,-1.0467013749442027,-1.0490902393641204,-1.0557791326433592,-0.9368117890412584
2017-09-27,-0.9368117890412584,-0.24617526280656543,0.9077637772999817,-0.9875652877333619,-1.0453436245772085,-0.9941454464126483,-1.0046566685706937,-1.014690008489552,-1.0467013749442027,-1.0490902393641204,-0.9415897001397665
2017-09-28,-0.9415897001397665,-0.5028918610334174,-0.08670374517963264,-0.9835487297557526,-1.0437503376568065,-0.9368117890412584,-0.9941454464126483,-1.0046566685706937,-1.014690008489552,-1.0467013749442027,-0.9138783625444369
2017-09-29,-0.9138783625444369,-0.3821579193096778,0.4201138541360941,-0.9784409650428735,-1.0422016952685007,-0.9415897001397665,-0.9368117890412584,-0.9941454464126483,-1.0046566685706937,-1.014690008489552,-0.8727892383906295
2017-10-02,-0.8727892383906295,-0.4479964878276755,0.6196839848411043,-0.9726134757655591,-1.0410619176175036,-0.9138783625444369,-0.9415897001397665,-0.9368117890412584,-0.9941454464126483,-1.0046566685706937,-0.8899893538279138
2017-10-03,-0.8899893538279138,-0.3308504789932,-0.2713859386332598,-0.9674824889886918,-1.0416631204143447,-0.8727892383906295,-0.9138783625444369,-0.9415897001397665,-0.9368117890412584,-0.9941454464126483,-0.9086227514654142
2017-10-04,-0.9086227514654142,-0.5215491120575911,-0.2954402508591087,-0.9610281368330287,-1.0422613643543306,-0.8899893538279138,-0.8727892383906295,-0.9138783625444369,-0.9415897001397665,-0.9368117890412584,-0.9124450803442207
2017-10-05,-0.9124450803442207,-0.3810815394428985,-0.07096341867542062,-0.9548059521775141,-1.039939136389112,-0.9086227514654142,-0.8899893538279138,-0.8727892383906295,-0.9138783625444369,-0.9415897001397665,-0.9114894981245191
2017-10-06,-0.9114894981245191,-0.7030985162543586,0.002357820662184785,-0.9480497663297369,-1.0380039489813466,-0.9124450803442207,-0.9086227514654142,-0.8899893538279138,-0.8727892383906295,-0.9138783625444369,-0.9205672558236757
2017-10-09,-0.9205672558236757,-0.45768390662868874,-0.15178702396624727,-0.9440796436234817,-1.034964088826838,-0.9114894981245191,-0.9124450803442207,-0.9086227514654142,-0.8899893538279138,-0.8727892383906295,-0.9200895558431612
2017-10-10,-0.9200895558431612,-0.4928456489434777,-0.004956327406690812,-0.9405274206461698,-1.0311098378816261,-0.9205672558236757,-0.9114894981245191,-0.9124450803442207,-0.9086227514654142,-0.8899893538279138,-0.9124450803442207
2017-10-11,-0.9124450803442207,-0.3279801326817887,0.10563324192346331,-0.9374627635897671,-1.0263766883608354,-0.9200895558431612,-0.9205672558236757,-0.9114894981245191,-0.9124450803442207,-0.9086227514654142,-0.9411118179005794
2017-10-12,-0.9411118179005794,-0.5032506543223438,-0.45294111237995055,-0.9374395503824011,-1.0220708921491948,-0.9124450803442207,-0.9200895558431612,-0.9205672558236757,-0.9114894981245191,-0.9124450803442207,-0.9205672558236757
2017-10-13,-0.9205672558236757,-0.58075000473045,0.3081938350575435,-0.9357447028327709,-1.0172893648656476,-0.9411118179005794,-0.9124450803442207,-0.9200895558431612,-0.9205672558236757,-0.9114894981245191,-0.9081450514848997
2017-10-16,-0.9081450514848997,-0.5574284409502329,0.17940651104624505,-0.9344445506613409,-1.012233682572279,-0.9205672558236757,-0.9411118179005794,-0.9124450803442207,-0.9200895558431612,-0.9205672558236757,-0.9315561779622357
2017-10-17,-0.9315561779622357,-0.6636312544724526,-0.37136343352829576,-0.9351874972897644,-1.0069119133560491,-0.9081450514848997,-0.9205672558236757,-0.9411118179005794,-0.9124450803442207,-0.9200895558431612,-0.922956302502266
2017-10-18,-0.922956302502266,-0.6623754779612101,0.12117077469867348,-0.9369287801107488,-1.0014288777535303,-0.9315561779622357,-0.9081450514848997,-0.9205672558236757,-0.9411118179005794,-0.9124450803442207,-0.9210451380628628
2017-10-19,-0.9210451380628628,-0.602995188643888,0.017205763672020532,-0.9381128573887267,-0.9954056002183291,-0.922956302502266,-0.9315561779622357,-0.9081450514848997,-0.9205672558236757,-0.9411118179005794,-0.9076671692457126
2017-10-20,-0.9076671692457126,-0.3981242206669034,0.1942099375907086,-0.932192497568704,-0.9906563237513194,-0.9210451380628628,-0.922956302502266,-0.9315561779622357,-0.9081450514848997,-0.9205672558236757,-0.9329896424211244
2017-10-23,-0.9329896424211244,-0.5210109221242015,-0.40058019199103456,-0.9257845806843951,-0.9869633391923961,-0.9076671692457126,-0.9210451380628628,-0.922956302502266,-0.9315561779622357,-0.9081450514848997,-0.9315561779622357
2017-10-24,-0.9315561779622357,-0.5245988550134657,0.00993948748778616,-0.9294296653477927,-0.9831090882471846,-0.9329896424211244,-0.9076671692457126,-0.9210451380628628,-0.922956302502266,-0.9315561779622357,-0.9310784779817212
2017-10-25,-0.9310784779817212,-0.6358247745806552,-0.004914015780692578,-0.9279437720909454,-0.9783436848339556,-0.9315561779622357,-0.9329896424211244,-0.9076671692457126,-0.9210451380628628,-0.922956302502266,-0.9363340890607438
2017-10-26,-0.9363340890607438,-0.6758302262959508,-0.09389486358643606,-0.9277348177981625,-0.9737959905808319,-0.9310784779817212,-0.9315561779622357,-0.9329896424211244,-0.9076671692457126,-0.9210451380628628,-0.9067117692846838
2017-10-27,-0.9067117692846838,-0.538591793281596,0.4486634136550059,-0.9254595426415374,-0.9678856016691633,-0.9363340890607438,-0.9310784779817212,-0.9315561779622357,-0.9329896424211244,-0.9076671692457126,-0.8871227894274814
2017-10-30,-0.8871227894274814,-0.6024569987104983,0.28786568272793905,-0.9241593904701074,-0.9614591597061898,-0.9067117692846838,-0.9363340890607438,-0.9310784779817212,-0.9315561779622357,-0.9329896424211244,-0.8880781893885106
2017-10-31,-0.8880781893885106,-0.3966890475111977,-0.026824446746230135,-0.9244612153055991,-0.9548230735941712,-0.8871227894274814,-0.9067117692846838,-0.9363340890607438,-0.9310784779817212,-0.9315561779622357,-0.9258228669026984
2017-11-01,-0.9258228669026984,-0.5561726644389905,-0.5852520640258032,-0.9284545600758426,-0.9476225566680917,-0.8880781893885106,-0.8871227894274814,-0.9067117692846838,-0.9363340890607438,-0.9310784779817212,-0.9329896424211244
2017-11-02,-0.9329896424211244,-0.2992766695676753,-0.12325112150042708,-0.9329122398463842,-0.9406236219558982,-0.9258228669026984,-0.8880781893885106,-0.8871227894274814,-0.9067117692846838,-0.9363340890607438,-0.790611172341687
2017-11-03,-0.790611172341687,1.9584301010018088,2.19954180839587,-0.9387861643950527,-0.9332860275249081,-0.9329896424211244,-0.9258228669026984,-0.8880781893885106,-0.8871227894274814,-0.9067117692846838,-0.7796222502031274
2017-11-06,-0.7796222502031274,0.10221302074098627,0.14656232237606504,-0.9441725407360574,-0.9258113586649076,-0.790611172341687,-0.9329896424211244,-0.9258228669026984,-0.8880781893885106,-0.8871227894274814,-0.9955787286128646
2017-11-07,-0.9955787286128646,0.13755415970023843,-3.1183035191655954,-0.9458673882856877,-0.9191107647680135,-0.7796222502031274,-0.790611172341687,-0.9329896424211244,-0.9258228669026984,-0.8880781893885106,-0.8895116538473992
